"prep.bl.use.prop.0","prep.mean.days.usage.0","art.init.lag.mean","non.testers.prop.0","tests.per.year.0","transmission.probability.insertive.infected","transmission.probability.receptive.infected","seroconcordant.main.condom.prob","serodiscordant.main.condom.prob","seroconcordant.casual.condom.prob","serodiscordant.casual.condom.prob","prop.steady.sex.acts","prop.casual.sex.acts","incarceration.prob","incarceration.with.cji.prob","jail.serving.time.mean","network.retention.multiplier","post.release.interference.period.mean","substance.use.condom.prob.multiplier","external.infections.per.person.day.min","external.infections.per.person.day.max"
0.22,252,85.9,0.15,2.6,0.0007046004,0.0001255938,0.32,0.585,0.672,0.83,0.239,0.098,7.3060942e-05,0.0007620378,55.4,0.52,298,0.2,5.041095892e-06,2.1304109586e-05
0.22,252,85.9,0.15,2.6,0.0007046004,0.0001255938,0.32,0.585,0.672,0.83,0.239,0.098,7.3060942e-05,0.0007620378,55.4,0.52,298,0.2,5.041095892e-06,2.4197260272e-05
0.22,156,85.9,0.15,2.6,0.0007046004,0.0001255938,0.32,0.585,0.672,0.83,0.239,0.098,7.3060942e-05,0.0007620378,55.4,0.52,298,0.2,5.041095892e-06,2.4197260272e-05
0.22,156,85.9,0.15,2.6,0.0007046004,0.0001255938,0.32,0.585,0.672,0.83,0.239,0.098,4.9996354e-05,0.0007620378,55.4,0.52,298,0.2,5.041095892e-06,2.4197260272e-05
0.22,156,85.9,0.15,2.6,0.0007046004,0.0001255938,0.32,0.585,0.672,0.83,0.239,0.098,4.9996354e-05,0.0007620378,55.4,0.52,231,0.2,5.041095892e-06,2.4197260272e-05
0.22,156,85.9,0.15,2.6,0.0007046004,0.0001255938,0.32,0.585,0.672,0.83,0.239,0.098,4.9996354e-05,0.0007620378,55.4,0.52,231,0.2,5.643835618e-06,2.4197260272e-05
0.22,156,85.9,0.15,2.6,0.0007046004,0.0001979696,0.32,0.585,0.672,0.83,0.239,0.098,4.9996354e-05,0.0007620378,55.4,0.52,231,0.2,5.643835618e-06,2.4197260272e-05
0.22,156,85.9,0.15,2.6,0.0007046004,0.0001979696,0.32,0.585,0.79,0.83,0.239,0.098,4.9996354e-05,0.0007620378,55.4,0.52,231,0.2,5.643835618e-06,2.4197260272e-05
0.25,444,191.1,0.08,1.2,0.0008174216,0.000415097,0.374,0.695,0.672,0.515,0.205,0.077,8.4593236e-05,0.000620577,2,0.76,331.5,0.2,4.438356166e-06,2.1304109586e-05
0.25,444,191.1,0.08,1.2,0.0008174216,0.000415097,0.374,0.695,0.672,0.515,0.205,0.077,8.4593236e-05,0.0005262698,2,0.76,331.5,0.2,4.438356166e-06,2.1304109586e-05
0.25,444,191.1,0.08,1.2,0.0008174216,0.000415097,0.374,0.695,0.672,0.515,0.205,0.077,8.4593236e-05,0.0005262698,2,0.76,264.5,0.2,4.438356166e-06,2.1304109586e-05
0.25,444,191.1,0.08,1.2,0.0007046004,0.000415097,0.374,0.695,0.672,0.515,0.205,0.077,8.4593236e-05,0.0005262698,2,0.76,264.5,0.2,4.438356166e-06,2.1304109586e-05
0.25,348,191.1,0.08,1.2,0.0007046004,0.000415097,0.374,0.695,0.672,0.515,0.205,0.077,8.4593236e-05,0.0005262698,2,0.76,264.5,0.2,4.438356166e-06,2.1304109586e-05
0.19,348,191.1,0.08,1.2,0.0007046004,0.000415097,0.374,0.695,0.672,0.515,0.205,0.077,8.4593236e-05,0.0005262698,2,0.76,264.5,0.2,4.438356166e-06,2.1304109586e-05
0.19,348,191.1,0.08,1.2,0.0007046004,0.000415097,0.374,0.695,0.672,0.515,0.205,0.077,8.4593236e-05,0.0005262698,2,0.6,264.5,0.2,4.438356166e-06,2.1304109586e-05
0.19,348,191.1,0.08,1.2,0.0007046004,0.000415097,0.374,0.695,0.672,0.515,0.205,0.091,8.4593236e-05,0.0005262698,2,0.6,264.5,0.2,4.438356166e-06,2.1304109586e-05
0.19,348,191.1,0.08,1.2,0.0007046004,0.000415097,0.374,0.695,0.672,0.515,0.205,0.091,0.000107657824,0.0005262698,2,0.6,264.5,0.2,4.438356166e-06,2.1304109586e-05
0.19,348,191.1,0.08,0.5,0.0007046004,0.000415097,0.374,0.695,0.672,0.515,0.205,0.091,0.000107657824,0.0005262698,2,0.6,264.5,0.2,4.438356166e-06,2.1304109586e-05
0.19,348,191.1,0.08,0.5,0.0007046004,0.000415097,0.374,0.695,0.79,0.515,0.205,0.091,0.000107657824,0.0005262698,2,0.6,264.5,0.2,4.438356166e-06,2.1304109586e-05
0.19,348,191.1,0.08,0.5,0.0007046004,0.000415097,0.266,0.695,0.79,0.515,0.205,0.091,0.000107657824,0.0005262698,2,0.6,264.5,0.2,4.438356166e-06,2.1304109586e-05
0.19,348,191.1,0.08,0.5,0.0007046004,0.000415097,0.266,0.695,0.79,0.515,0.205,0.091,0.000107657824,0.0005262698,2,0.6,264.5,0.2,5.041095892e-06,2.1304109586e-05
0.19,348,191.1,0.08,0.5,0.0007046004,0.000415097,0.266,0.585,0.79,0.515,0.205,0.091,0.000107657824,0.0005262698,2,0.6,264.5,0.2,5.041095892e-06,2.1304109586e-05
0.19,348,191.1,0.08,0.5,0.0007046004,0.000415097,0.266,0.585,0.79,0.515,0.205,0.091,0.000107657824,0.0005262698,37.6,0.6,264.5,0.2,5.041095892e-06,2.1304109586e-05
0.19,348,191.1,0.08,0.5,0.0007046004,0.000415097,0.266,0.585,0.79,0.389,0.205,0.091,0.000107657824,0.0005262698,37.6,0.6,264.5,0.2,5.041095892e-06,2.1304109586e-05
0.19,348,191.1,0.06,0.5,0.0007046004,0.000415097,0.266,0.585,0.79,0.389,0.205,0.091,0.000107657824,0.0005262698,37.6,0.6,264.5,0.2,5.041095892e-06,2.1304109586e-05
0.19,348,191.1,0.06,0.5,0.0007046004,0.000415097,0.266,0.585,0.79,0.389,0.239,0.091,0.000107657824,0.0005262698,37.6,0.6,264.5,0.2,5.041095892e-06,2.1304109586e-05
0.19,348,191.1,0.06,0.5,0.0007046004,0.000415097,0.266,0.585,0.79,0.389,0.239,0.091,0.000107657824,0.0005262698,37.6,0.6,264.5,0.36,5.041095892e-06,2.1304109586e-05
0.19,348,191.1,0.06,0.5,0.0007046004,0.0003427212,0.266,0.585,0.79,0.389,0.239,0.091,0.000107657824,0.0005262698,37.6,0.6,264.5,0.36,5.041095892e-06,2.1304109586e-05
0.19,348,191.1,0.06,0.5,0.0007046004,0.0003427212,0.266,0.585,0.79,0.389,0.239,0.091,0.000107657824,0.0005262698,37.6,0.6,264.5,0.36,5.041095892e-06,1.84109589e-05
0.19,348,243.7,0.06,0.5,0.0007046004,0.0003427212,0.266,0.585,0.79,0.389,0.239,0.091,0.000107657824,0.0005262698,37.6,0.6,264.5,0.36,5.041095892e-06,1.84109589e-05
0.31,108,85.9,0.11,2.6,0.0008738322,0.0001979696,0.212,0.31,0.495,0.452,0.137,0.119,8.4593236e-05,0.0005262698,91,0.52,164,0.68,5.643835618e-06,3.1430136987e-05
0.31,108,85.9,0.11,2.6,0.0008738322,0.0001979696,0.212,0.31,0.495,0.452,0.137,0.119,8.4593236e-05,0.000620577,91,0.52,164,0.68,5.643835618e-06,3.1430136987e-05
0.31,204,85.9,0.11,2.6,0.0008738322,0.0001979696,0.212,0.31,0.495,0.452,0.137,0.119,8.4593236e-05,0.000620577,91,0.52,164,0.68,5.643835618e-06,3.1430136987e-05
0.31,204,85.9,0.11,2.6,0.0008738322,0.0001979696,0.212,0.31,0.495,0.452,0.137,0.105,8.4593236e-05,0.000620577,91,0.52,164,0.68,5.643835618e-06,3.1430136987e-05
0.31,204,85.9,0.11,2.6,0.0008738322,0.0001979696,0.212,0.31,0.495,0.452,0.137,0.105,8.4593236e-05,0.000620577,55.4,0.52,164,0.68,5.643835618e-06,3.1430136987e-05
0.31,204,85.9,0.11,2.6,0.0008738322,0.0001255938,0.212,0.31,0.495,0.452,0.137,0.105,8.4593236e-05,0.000620577,55.4,0.52,164,0.68,5.643835618e-06,3.1430136987e-05
0.31,204,85.9,0.11,2.6,0.0008738322,0.0001255938,0.212,0.31,0.495,0.452,0.137,0.105,8.4593236e-05,0.000620577,55.4,0.52,231,0.68,5.643835618e-06,3.1430136987e-05
0.31,204,85.9,0.11,2.6,0.0008738322,0.0001255938,0.212,0.31,0.495,0.326,0.137,0.105,8.4593236e-05,0.000620577,55.4,0.52,231,0.68,5.643835618e-06,3.1430136987e-05
0.25,204,85.9,0.11,2.6,0.0008738322,0.0001255938,0.212,0.31,0.495,0.326,0.137,0.105,8.4593236e-05,0.000620577,55.4,0.52,231,0.68,5.643835618e-06,3.1430136987e-05
0.25,204,85.9,0.11,2.6,0.0008738322,0.0001255938,0.212,0.31,0.495,0.326,0.137,0.105,8.4593236e-05,0.000620577,55.4,0.52,231,0.68,5.643835618e-06,2.8536986301e-05
0.25,204,85.9,0.11,2.6,0.0008738322,0.0001255938,0.212,0.42,0.495,0.326,0.137,0.105,8.4593236e-05,0.000620577,55.4,0.52,231,0.68,5.643835618e-06,2.8536986301e-05
0.25,204,85.9,0.11,2.6,0.0008738322,0.0001255938,0.32,0.42,0.495,0.326,0.137,0.105,8.4593236e-05,0.000620577,55.4,0.52,231,0.68,5.643835618e-06,2.8536986301e-05
0.25,204,85.9,0.11,2.6,0.000761011,0.0001255938,0.32,0.42,0.495,0.326,0.137,0.105,8.4593236e-05,0.000620577,55.4,0.52,231,0.68,5.643835618e-06,2.8536986301e-05
0.25,204,85.9,0.11,2.6,0.000761011,0.0001255938,0.32,0.42,0.377,0.326,0.137,0.105,8.4593236e-05,0.000620577,55.4,0.52,231,0.68,5.643835618e-06,2.8536986301e-05
0.25,204,138.5,0.11,2.6,0.000761011,0.0001255938,0.32,0.42,0.377,0.326,0.137,0.105,8.4593236e-05,0.000620577,55.4,0.52,231,0.68,5.643835618e-06,2.8536986301e-05
0.25,204,138.5,0.11,2.6,0.000761011,0.0001255938,0.32,0.42,0.377,0.326,0.137,0.105,8.4593236e-05,0.000620577,55.4,0.52,231,0.84,5.643835618e-06,2.8536986301e-05
0.25,204,138.5,0.09,2.6,0.000761011,0.0001255938,0.32,0.42,0.377,0.326,0.137,0.105,8.4593236e-05,0.000620577,55.4,0.52,231,0.84,5.643835618e-06,2.8536986301e-05
0.25,204,138.5,0.09,2.6,0.000761011,0.0001255938,0.32,0.42,0.377,0.326,0.137,0.105,8.4593236e-05,0.000620577,55.4,0.52,231,0.84,5.041095892e-06,2.8536986301e-05
0.25,204,138.5,0.09,3.3,0.000761011,0.0001255938,0.32,0.42,0.377,0.326,0.137,0.105,8.4593236e-05,0.000620577,55.4,0.52,231,0.84,5.041095892e-06,2.8536986301e-05
0.25,204,138.5,0.09,3.3,0.000761011,0.0001255938,0.32,0.42,0.377,0.326,0.137,0.105,6.1528648e-05,0.000620577,55.4,0.52,231,0.84,5.041095892e-06,2.8536986301e-05
0.25,204,138.5,0.09,3.3,0.000761011,0.0001255938,0.32,0.42,0.377,0.326,0.171,0.105,6.1528648e-05,0.000620577,55.4,0.52,231,0.84,5.041095892e-06,2.8536986301e-05
0.25,204,138.5,0.09,3.3,0.000761011,0.0001255938,0.32,0.42,0.377,0.326,0.171,0.105,6.1528648e-05,0.000620577,55.4,0.68,231,0.84,5.041095892e-06,2.8536986301e-05
0.31,204,59.6,0.14,2.6,0.0008738322,0.000415097,0.158,0.53,0.79,0.263,0.222,0.119,9.612553e-05,0.0004791162,37.6,0.28,331.5,0.76,6.246575344e-06,2.8536986301e-05
0.31,204,59.6,0.14,2.6,0.0008738322,0.000415097,0.158,0.53,0.79,0.263,0.222,0.119,9.612553e-05,0.0004791162,37.6,0.28,331.5,0.76,6.246575344e-06,2.5643835615e-05
0.31,204,59.6,0.14,2.6,0.0008738322,0.000415097,0.158,0.53,0.79,0.389,0.222,0.119,9.612553e-05,0.0004791162,37.6,0.28,331.5,0.76,6.246575344e-06,2.5643835615e-05
0.31,204,59.6,0.14,2.6,0.0008738322,0.000415097,0.158,0.53,0.79,0.389,0.256,0.119,9.612553e-05,0.0004791162,37.6,0.28,331.5,0.76,6.246575344e-06,2.5643835615e-05
0.31,204,59.6,0.14,2.6,0.0008738322,0.000415097,0.158,0.53,0.79,0.389,0.256,0.119,9.612553e-05,0.0004791162,37.6,0.28,331.5,0.76,5.643835618e-06,2.5643835615e-05
0.31,204,59.6,0.14,2.6,0.000761011,0.000415097,0.158,0.53,0.79,0.389,0.256,0.119,9.612553e-05,0.0004791162,37.6,0.28,331.5,0.76,5.643835618e-06,2.5643835615e-05
0.31,204,59.6,0.14,2.6,0.000761011,0.000415097,0.158,0.53,0.79,0.389,0.256,0.119,9.612553e-05,0.0004791162,73.2,0.28,331.5,0.76,5.643835618e-06,2.5643835615e-05
0.31,204,59.6,0.12,2.6,0.000761011,0.000415097,0.158,0.53,0.79,0.389,0.256,0.119,9.612553e-05,0.0004791162,73.2,0.28,331.5,0.76,5.643835618e-06,2.5643835615e-05
0.31,204,59.6,0.12,2.6,0.000761011,0.000415097,0.158,0.42,0.79,0.389,0.256,0.119,9.612553e-05,0.0004791162,73.2,0.28,331.5,0.76,5.643835618e-06,2.5643835615e-05
0.31,204,59.6,0.12,2.6,0.000761011,0.000415097,0.158,0.42,0.79,0.389,0.256,0.119,9.612553e-05,0.0004791162,73.2,0.44,331.5,0.76,5.643835618e-06,2.5643835615e-05
0.31,204,59.6,0.12,2.6,0.000761011,0.000415097,0.158,0.42,0.79,0.389,0.256,0.119,9.612553e-05,0.0005734234,73.2,0.44,331.5,0.76,5.643835618e-06,2.5643835615e-05
0.31,204,59.6,0.12,2.6,0.000761011,0.000415097,0.266,0.42,0.79,0.389,0.256,0.119,9.612553e-05,0.0005734234,73.2,0.44,331.5,0.76,5.643835618e-06,2.5643835615e-05
0.31,204,59.6,0.12,2.6,0.000761011,0.000415097,0.266,0.42,0.79,0.389,0.256,0.133,9.612553e-05,0.0005734234,73.2,0.44,331.5,0.76,5.643835618e-06,2.5643835615e-05
0.25,204,59.6,0.12,2.6,0.000761011,0.000415097,0.266,0.42,0.79,0.389,0.256,0.133,9.612553e-05,0.0005734234,73.2,0.44,331.5,0.76,5.643835618e-06,2.5643835615e-05
0.25,204,59.6,0.12,2.6,0.000761011,0.000415097,0.266,0.42,0.79,0.389,0.256,0.133,9.612553e-05,0.0005734234,73.2,0.44,264.5,0.76,5.643835618e-06,2.5643835615e-05
0.25,204,112.2,0.12,2.6,0.000761011,0.000415097,0.266,0.42,0.79,0.389,0.256,0.133,9.612553e-05,0.0005734234,73.2,0.44,264.5,0.76,5.643835618e-06,2.5643835615e-05
0.25,204,112.2,0.12,2.6,0.000761011,0.0003427212,0.266,0.42,0.79,0.389,0.256,0.133,9.612553e-05,0.0005734234,73.2,0.44,264.5,0.76,5.643835618e-06,2.5643835615e-05
0.25,204,112.2,0.12,3.3,0.000761011,0.0003427212,0.266,0.42,0.79,0.389,0.256,0.133,9.612553e-05,0.0005734234,73.2,0.44,264.5,0.76,5.643835618e-06,2.5643835615e-05
0.25,204,112.2,0.12,3.3,0.000761011,0.0003427212,0.266,0.42,0.79,0.389,0.256,0.133,0.000119190118,0.0005734234,73.2,0.44,264.5,0.76,5.643835618e-06,2.5643835615e-05
0.25,204,112.2,0.12,3.3,0.000761011,0.0003427212,0.266,0.42,0.79,0.389,0.256,0.133,0.000119190118,0.0005734234,73.2,0.44,264.5,0.6,5.643835618e-06,2.5643835615e-05
0.25,108,112.2,0.12,3.3,0.000761011,0.0003427212,0.266,0.42,0.79,0.389,0.256,0.133,0.000119190118,0.0005734234,73.2,0.44,264.5,0.6,5.643835618e-06,2.5643835615e-05
0.25,108,112.2,0.12,3.3,0.000761011,0.0003427212,0.266,0.42,0.672,0.389,0.256,0.133,0.000119190118,0.0005734234,73.2,0.44,264.5,0.6,5.643835618e-06,2.5643835615e-05
0.19,492,85.9,0.08,1.9,0.0008738322,0.0001617817,0.536,0.365,0.495,0.389,0.154,0.105,4.9996354e-05,0.000620577,73.2,0.84,63.5,0.36,5.342465755e-06,2.7090410958e-05
0.19,492,85.9,0.08,1.9,0.000761011,0.0001617817,0.536,0.365,0.495,0.389,0.154,0.105,4.9996354e-05,0.000620577,73.2,0.84,63.5,0.36,5.342465755e-06,2.7090410958e-05
0.19,492,85.9,0.08,1.9,0.000761011,0.0001617817,0.536,0.365,0.495,0.389,0.154,0.105,4.9996354e-05,0.000620577,37.6,0.84,63.5,0.36,5.342465755e-06,2.7090410958e-05
0.19,492,85.9,0.08,2.6,0.000761011,0.0001617817,0.536,0.365,0.495,0.389,0.154,0.105,4.9996354e-05,0.000620577,37.6,0.84,63.5,0.36,5.342465755e-06,2.7090410958e-05
0.19,492,85.9,0.08,2.6,0.000761011,0.0001617817,0.536,0.365,0.495,0.389,0.154,0.105,4.9996354e-05,0.000620577,37.6,0.68,63.5,0.36,5.342465755e-06,2.7090410958e-05
0.13,492,85.9,0.08,2.6,0.000761011,0.0001617817,0.536,0.365,0.495,0.389,0.154,0.105,4.9996354e-05,0.000620577,37.6,0.68,63.5,0.36,5.342465755e-06,2.7090410958e-05
0.13,492,85.9,0.08,2.6,0.000761011,0.0001617817,0.536,0.365,0.377,0.389,0.154,0.105,4.9996354e-05,0.000620577,37.6,0.68,63.5,0.36,5.342465755e-06,2.7090410958e-05
0.13,492,85.9,0.08,2.6,0.000761011,0.0001617817,0.428,0.365,0.377,0.389,0.154,0.105,4.9996354e-05,0.000620577,37.6,0.68,63.5,0.36,5.342465755e-06,2.7090410958e-05
0.13,492,138.5,0.08,2.6,0.000761011,0.0001617817,0.428,0.365,0.377,0.389,0.154,0.105,4.9996354e-05,0.000620577,37.6,0.68,63.5,0.36,5.342465755e-06,2.7090410958e-05
0.13,492,138.5,0.08,2.6,0.000761011,0.0001617817,0.428,0.365,0.377,0.389,0.154,0.105,4.9996354e-05,0.000620577,37.6,0.68,130.5,0.36,5.342465755e-06,2.7090410958e-05
0.13,492,138.5,0.1,2.6,0.000761011,0.0001617817,0.428,0.365,0.377,0.389,0.154,0.105,4.9996354e-05,0.000620577,37.6,0.68,130.5,0.36,5.342465755e-06,2.7090410958e-05
0.13,492,138.5,0.1,2.6,0.000761011,0.0001617817,0.428,0.365,0.377,0.389,0.154,0.105,4.9996354e-05,0.000620577,37.6,0.68,130.5,0.2,5.342465755e-06,2.7090410958e-05
0.13,492,138.5,0.1,2.6,0.000761011,0.0002341575,0.428,0.365,0.377,0.389,0.154,0.105,4.9996354e-05,0.000620577,37.6,0.68,130.5,0.2,5.342465755e-06,2.7090410958e-05
0.13,492,138.5,0.1,2.6,0.000761011,0.0002341575,0.428,0.365,0.377,0.389,0.188,0.105,4.9996354e-05,0.000620577,37.6,0.68,130.5,0.2,5.342465755e-06,2.7090410958e-05
0.13,492,138.5,0.1,2.6,0.000761011,0.0002341575,0.428,0.365,0.377,0.389,0.188,0.105,4.9996354e-05,0.0005262698,37.6,0.68,130.5,0.2,5.342465755e-06,2.7090410958e-05
0.13,492,138.5,0.1,2.6,0.000761011,0.0002341575,0.428,0.365,0.377,0.389,0.188,0.091,4.9996354e-05,0.0005262698,37.6,0.68,130.5,0.2,5.342465755e-06,2.7090410958e-05
0.13,492,138.5,0.1,2.6,0.000761011,0.0002341575,0.428,0.365,0.377,0.263,0.188,0.091,4.9996354e-05,0.0005262698,37.6,0.68,130.5,0.2,5.342465755e-06,2.7090410958e-05
0.13,492,138.5,0.1,2.6,0.000761011,0.0002341575,0.428,0.365,0.377,0.263,0.188,0.091,7.3060942e-05,0.0005262698,37.6,0.68,130.5,0.2,5.342465755e-06,2.7090410958e-05
0.13,492,138.5,0.1,2.6,0.000761011,0.0002341575,0.428,0.365,0.377,0.263,0.188,0.091,7.3060942e-05,0.0005262698,37.6,0.68,130.5,0.2,4.739726029e-06,2.7090410958e-05
0.13,492,138.5,0.1,2.6,0.000761011,0.0002341575,0.428,0.255,0.377,0.263,0.188,0.091,7.3060942e-05,0.0005262698,37.6,0.68,130.5,0.2,4.739726029e-06,2.7090410958e-05
0.13,492,138.5,0.1,2.6,0.000761011,0.0002341575,0.428,0.255,0.377,0.263,0.188,0.091,7.3060942e-05,0.0005262698,37.6,0.68,130.5,0.2,4.739726029e-06,2.4197260272e-05
0.13,396,138.5,0.1,2.6,0.000761011,0.0002341575,0.428,0.255,0.377,0.263,0.188,0.091,7.3060942e-05,0.0005262698,37.6,0.68,130.5,0.2,4.739726029e-06,2.4197260272e-05
