"design","prep.bl.use.prop.0","prep.mean.days.usage.0","art.init.lag.mean","non.testers.prop.0","tests.per.year.0","transmission.probability.insertive.infected","transmission.probability.receptive.infected","seroconcordant.main.condom.prob","serodiscordant.main.condom.prob","seroconcordant.casual.condom.prob","serodiscordant.casual.condom.prob","prop.steady.sex.acts","prop.casual.sex.acts","incarceration.prob","incarceration.with.cji.prob","jail.serving.time.mean","network.retention.multiplier","post.release.interference.period.mean","substance.use.condom.prob.multiplier","external.infections.per.person.day.min","external.infections.per.person.day.max","avg_incidence_10yr","avg_prevalence_10yr","avg_incidence_5yr","avg_prevalence_5yr"
30,0.31,348,164.8,0.12,1.9,0.000761011,0.0003789091,0.158,0.42,0.436,0.2,0.205,0.119,9.612553e-05,0.000856345,108.8,0.2,164,0.6,5.041095892e-06,2.7090410958e-05,2.03501327544791,16.9546869406393,2.01054372007358,16.6324502283105
31,0.31,348,164.8,0.12,1.9,0.000761011,0.0003065333,0.158,0.42,0.436,0.2,0.205,0.119,9.612553e-05,0.000856345,108.8,0.2,164,0.6,5.041095892e-06,2.7090410958e-05,1.94873106967658,16.3704710502283,1.91852436312664,16.0774465753425
32,0.31,348,164.8,0.12,1.9,0.000761011,0.0003065333,0.158,0.42,0.436,0.2,0.205,0.119,7.3060942e-05,0.000856345,108.8,0.2,164,0.6,5.041095892e-06,2.7090410958e-05,1.98716663628467,16.6713853881279,1.9517361815685,16.3417072146119
33,0.31,348,217.4,0.12,1.9,0.000761011,0.0003065333,0.158,0.42,0.436,0.2,0.205,0.119,7.3060942e-05,0.000856345,108.8,0.2,164,0.6,5.041095892e-06,2.7090410958e-05,2.00508048235959,16.6981522374429,1.98390951698891,16.4236938812785
34,0.31,348,217.4,0.12,1.9,0.000761011,0.0003065333,0.158,0.42,0.436,0.2,0.205,0.119,7.3060942e-05,0.000856345,108.8,0.36,164,0.6,5.041095892e-06,2.7090410958e-05,2.0606701692385,16.9626685844749,2.02491622861218,16.7465722374429
35,0.31,252,217.4,0.12,1.9,0.000761011,0.0003065333,0.158,0.42,0.436,0.2,0.205,0.119,7.3060942e-05,0.000856345,108.8,0.36,164,0.6,5.041095892e-06,2.7090410958e-05,2.02853099066148,16.8795484018265,2.01419141167389,16.5969251141553
36,0.31,252,217.4,0.12,1.9,0.000761011,0.0003065333,0.158,0.42,0.436,0.2,0.205,0.119,7.3060942e-05,0.000856345,108.8,0.36,97,0.6,5.041095892e-06,2.7090410958e-05,1.96962871043635,16.5636906849315,1.92665989152421,16.2142789041096
37,0.31,252,217.4,0.14,1.9,0.000761011,0.0003065333,0.158,0.42,0.436,0.2,0.205,0.119,7.3060942e-05,0.000856345,108.8,0.36,97,0.6,5.041095892e-06,2.7090410958e-05,2.01238603758356,16.6125555251142,2.0044677464679,16.3809231050228
38,0.31,252,217.4,0.14,1.9,0.000761011,0.0003065333,0.158,0.42,0.436,0.2,0.205,0.119,7.3060942e-05,0.000856345,108.8,0.36,97,0.6,5.041095892e-06,2.9983561644e-05,2.10625152407488,17.3756112328767,2.08477608692837,17.1367771689498
39,0.31,252,217.4,0.14,2.6,0.000761011,0.0003065333,0.158,0.42,0.436,0.2,0.205,0.119,7.3060942e-05,0.000856345,108.8,0.36,97,0.6,5.041095892e-06,2.9983561644e-05,2.07562603540181,17.1771394520548,2.03466535464718,16.8786189954338
40,0.31,252,217.4,0.14,2.6,0.000761011,0.0003065333,0.158,0.42,0.318,0.2,0.205,0.119,7.3060942e-05,0.000856345,108.8,0.36,97,0.6,5.041095892e-06,2.9983561644e-05,2.08152166448402,17.2520621917808,2.05965713056175,17.0177632876712
