"design","prep.bl.use.prop.0","prep.mean.days.usage.0","art.init.lag.mean","non.testers.prop.0","tests.per.year.0","transmission.probability.insertive.infected","transmission.probability.receptive.infected","seroconcordant.main.condom.prob","serodiscordant.main.condom.prob","seroconcordant.casual.condom.prob","serodiscordant.casual.condom.prob","prop.steady.sex.acts","prop.casual.sex.acts","incarceration.prob","incarceration.with.cji.prob","jail.serving.time.mean","network.retention.multiplier","post.release.interference.period.mean","substance.use.condom.prob.multiplier","external.infections.per.person.day.min","external.infections.per.person.day.max","avg_incidence_10yr","avg_prevalence_10yr","avg_incidence_5yr","avg_prevalence_5yr"
41,0.31,252,217.4,0.14,2.6,0.000761011,0.0003065333,0.158,0.42,0.318,0.326,0.205,0.119,7.3060942e-05,0.000856345,108.8,0.36,97,0.6,5.041095892e-06,2.9983561644e-05,2.03030365340451,16.8475695890411,2.00694273330654,16.5982069406393
42,0.31,252,217.4,0.14,2.6,0.000761011,0.0003065333,0.158,0.42,0.318,0.326,0.205,0.119,7.3060942e-05,0.000856345,108.8,0.36,97,0.6,4.438356166e-06,2.9983561644e-05,2.02677805270639,16.8152957990868,2.00559572198834,16.5941183561644
43,0.31,252,217.4,0.14,2.6,0.000761011,0.0003065333,0.158,0.42,0.318,0.326,0.205,0.119,7.3060942e-05,0.0007620378,108.8,0.36,97,0.6,4.438356166e-06,2.9983561644e-05,2.02093779755121,16.8559456621005,2.00497985146983,16.6196074885845
44,0.31,252,217.4,0.14,2.6,0.000761011,0.0003065333,0.05,0.42,0.318,0.326,0.205,0.119,7.3060942e-05,0.0007620378,108.8,0.36,97,0.6,4.438356166e-06,2.9983561644e-05,2.03244765281373,16.8664260273973,2.02323730126558,16.5608878538813
45,0.16,492,270,0.06,3.65,0.000761011,0.0001979696,0.482,0.42,0.554,0.578,0.205,0.105,7.3060942e-05,0.0004791162,73.2,0.92,298,0.76,3.83561644e-06,2.5643835615e-05,1.85755631332392,15.6880906849315,1.83970417296672,15.3344655707763
46,0.16,492,270,0.06,3.65,0.000761011,0.0001979696,0.482,0.42,0.554,0.578,0.205,0.105,7.3060942e-05,0.0004791162,73.2,0.92,298,0.76,3.83561644e-06,2.2750684929e-05,1.76175259855244,15.1151144292237,1.73864885848754,14.7502984474886
47,0.16,492,270,0.06,3.65,0.000761011,0.0001979696,0.482,0.42,0.554,0.578,0.205,0.105,7.3060942e-05,0.0004791162,37.6,0.92,298,0.76,3.83561644e-06,2.2750684929e-05,1.79378026626761,15.1427924200913,1.77987480954352,14.7919103196347
48,0.16,492,270,0.06,3.65,0.000761011,0.0001979696,0.482,0.42,0.554,0.578,0.205,0.105,7.3060942e-05,0.0004791162,37.6,0.92,298,0.6,3.83561644e-06,2.2750684929e-05,1.78140150782595,15.224403652968,1.7531397371597,14.8446973515982
49,0.16,492,270,0.08,3.65,0.000761011,0.0001979696,0.482,0.42,0.554,0.578,0.205,0.105,7.3060942e-05,0.0004791162,37.6,0.92,298,0.6,3.83561644e-06,2.2750684929e-05,1.83900224924223,15.4779454794521,1.81142004566074,15.1337897716895
50,0.16,396,270,0.08,3.65,0.000761011,0.0001979696,0.482,0.42,0.554,0.578,0.205,0.105,7.3060942e-05,0.0004791162,37.6,0.92,298,0.6,3.83561644e-06,2.2750684929e-05,1.81785419536177,15.4630979908676,1.77622530967963,15.0801384474886
51,0.16,396,270,0.08,3.65,0.000761011,0.0001979696,0.482,0.42,0.554,0.578,0.205,0.105,7.3060942e-05,0.0004791162,37.6,0.92,298,0.6,4.438356166e-06,2.2750684929e-05,1.86113222630563,15.5056224657534,1.85226238436461,15.20487543379
52,0.22,396,270,0.08,3.65,0.000761011,0.0001979696,0.482,0.42,0.554,0.578,0.205,0.105,7.3060942e-05,0.0004791162,37.6,0.92,298,0.6,4.438356166e-06,2.2750684929e-05,1.78164415846461,15.1149033789954,1.73905937653831,14.7282978995434
53,0.22,396,270,0.08,3.65,0.000761011,0.0001979696,0.482,0.42,0.554,0.578,0.239,0.105,7.3060942e-05,0.0004791162,37.6,0.92,298,0.6,4.438356166e-06,2.2750684929e-05,1.90156882532829,15.9240737899543,1.87183249138146,15.5548571689498
54,0.22,396,270,0.08,3.65,0.000761011,0.0002703454,0.482,0.42,0.554,0.578,0.239,0.105,7.3060942e-05,0.0004791162,37.6,0.92,298,0.6,4.438356166e-06,2.2750684929e-05,2.02540536639901,16.6132528767123,2.00712747001883,16.3031899543379
55,0.22,396,270,0.08,3.65,0.000761011,0.0002703454,0.482,0.53,0.554,0.578,0.239,0.105,7.3060942e-05,0.0004791162,37.6,0.92,298,0.6,4.438356166e-06,2.2750684929e-05,1.98548068969643,16.321259086758,1.94872722780965,16.0023651141552
56,0.22,396,270,0.08,3.65,0.000761011,0.0002703454,0.482,0.53,0.672,0.578,0.239,0.105,7.3060942e-05,0.0004791162,37.6,0.92,298,0.6,4.438356166e-06,2.2750684929e-05,1.98054708307815,16.3115463926941,1.94930297532148,16.0561727853881
57,0.22,396,270,0.08,3.65,0.000761011,0.0002703454,0.482,0.53,0.672,0.452,0.239,0.105,7.3060942e-05,0.0004791162,37.6,0.92,298,0.6,4.438356166e-06,2.2750684929e-05,1.99728145285719,16.6352924200913,1.96928877433372,16.2678642922374
58,0.22,396,270,0.08,3.65,0.000761011,0.0002703454,0.482,0.53,0.672,0.452,0.239,0.105,7.3060942e-05,0.0004791162,37.6,0.76,298,0.6,4.438356166e-06,2.2750684929e-05,1.99673740985211,16.5111421004566,1.96156644185957,16.1843870319635
59,0.22,396,270,0.08,3.65,0.000761011,0.0002703454,0.482,0.53,0.672,0.452,0.239,0.105,4.9996354e-05,0.0004791162,37.6,0.76,298,0.6,4.438356166e-06,2.2750684929e-05,1.9722681975765,16.3363025570776,1.94497257585166,16.0637052054795
60,0.22,396,217.4,0.08,3.65,0.000761011,0.0002703454,0.482,0.53,0.672,0.452,0.239,0.105,4.9996354e-05,0.0004791162,37.6,0.76,298,0.6,4.438356166e-06,2.2750684929e-05,1.94215411241342,16.2800892237443,1.91216244327531,15.9244043835616
61,0.22,396,217.4,0.08,3.65,0.000761011,0.0002703454,0.482,0.53,0.672,0.452,0.239,0.105,4.9996354e-05,0.000384809,37.6,0.76,298,0.6,4.438356166e-06,2.2750684929e-05,1.935650265668,16.2763989041096,1.9109842215911,15.9646646575342
62,0.22,396,217.4,0.08,3.65,0.000761011,0.0002703454,0.59,0.53,0.672,0.452,0.239,0.105,4.9996354e-05,0.000384809,37.6,0.76,298,0.6,4.438356166e-06,2.2750684929e-05,1.95448590718618,16.3642525114155,1.92770992787907,16.0211282191781
63,0.22,396,217.4,0.08,3.65,0.000761011,0.0002703454,0.59,0.53,0.672,0.452,0.239,0.091,4.9996354e-05,0.000384809,37.6,0.76,298,0.6,4.438356166e-06,2.2750684929e-05,1.77188503630714,15.1856376255708,1.74418465872265,14.7586040182648
64,0.22,396,217.4,0.08,3.65,0.000761011,0.0002703454,0.59,0.53,0.672,0.452,0.239,0.091,4.9996354e-05,0.000384809,37.6,0.76,365,0.6,4.438356166e-06,2.2750684929e-05,1.76921183769133,15.1401964383562,1.73317786079064,14.7015528767123
65,0.22,396,217.4,0.08,3.65,0.0006481898,0.0002703454,0.59,0.53,0.672,0.452,0.239,0.091,4.9996354e-05,0.000384809,37.6,0.76,365,0.6,4.438356166e-06,2.2750684929e-05,1.50970542224364,13.401981826484,1.49268553528782,12.9198885844749
66,0.22,396,217.4,0.08,2.95,0.0006481898,0.0002703454,0.59,0.53,0.672,0.452,0.239,0.091,4.9996354e-05,0.000384809,37.6,0.76,365,0.6,4.438356166e-06,2.2750684929e-05,1.50984241338036,13.6130115981735,1.4506890544874,13.0729910502283
67,0.4,540,270,0.12,2.25,0.000761011,0.0001979696,0.158,0.64,0.79,0.704,0.29,0.112,0.000107657824,0.000620577,91,0.76,30,0.28,3.83561644e-06,2.1304109586e-05,1.53220129490367,14.0267643835616,1.48080752528877,13.4296429223744
68,0.4,540,270,0.12,2.25,0.000761011,0.0001979696,0.158,0.64,0.79,0.704,0.29,0.112,0.000107657824,0.000620577,91,0.76,30,0.28,3.83561644e-06,1.84109589e-05,1.40433524631146,13.0600737899543,1.35697889560588,12.3821799086758
69,0.4,540,270,0.12,2.25,0.0006481898,0.0001979696,0.158,0.64,0.79,0.704,0.29,0.112,0.000107657824,0.000620577,91,0.76,30,0.28,3.83561644e-06,1.84109589e-05,1.2029334223761,11.5643548858448,1.16683327541367,10.9148255707763
70,0.4,540,270,0.12,2.25,0.0006481898,0.0001979696,0.158,0.64,0.79,0.704,0.29,0.112,0.000107657824,0.000620577,91,0.76,97,0.28,3.83561644e-06,1.84109589e-05,1.25910470430739,11.9282951598173,1.24119532408139,11.2621610958904
71,0.4,540,270,0.12,2.25,0.0006481898,0.0001979696,0.158,0.64,0.79,0.704,0.29,0.112,0.000107657824,0.000620577,55.4,0.76,97,0.28,3.83561644e-06,1.84109589e-05,1.24727917839235,11.9431342465753,1.20894547733921,11.2552429223744
72,0.4,444,270,0.12,2.25,0.0006481898,0.0001979696,0.158,0.64,0.79,0.704,0.29,0.112,0.000107657824,0.000620577,55.4,0.76,97,0.28,3.83561644e-06,1.84109589e-05,1.27012211330586,11.9534930593607,1.22670295576359,11.3146549771689
73,0.4,444,270,0.12,2.25,0.0006481898,0.0001979696,0.266,0.64,0.79,0.704,0.29,0.112,0.000107657824,0.000620577,55.4,0.76,97,0.28,3.83561644e-06,1.84109589e-05,1.23894185094789,11.8189526027397,1.19407800723492,11.1129638356164
74,0.4,444,270,0.12,2.25,0.0006481898,0.0001979696,0.266,0.64,0.79,0.704,0.29,0.112,0.000130722412,0.000620577,55.4,0.76,97,0.28,3.83561644e-06,1.84109589e-05,1.26120994092555,11.9811547945205,1.211972983748,11.2858787214612
75,0.4,444,270,0.12,2.25,0.0006481898,0.0001979696,0.266,0.64,0.79,0.704,0.29,0.112,0.000130722412,0.0005262698,55.4,0.76,97,0.28,3.83561644e-06,1.84109589e-05,1.26155486915583,11.8630456621005,1.23103484877856,11.2932571689498
76,0.4,444,270,0.1,2.25,0.0006481898,0.0001979696,0.266,0.64,0.79,0.704,0.29,0.112,0.000130722412,0.0005262698,55.4,0.76,97,0.28,3.83561644e-06,1.84109589e-05,1.25116843187287,11.7844727853881,1.21911583583283,11.1571543378995
77,0.4,444,270,0.1,2.25,0.0006481898,0.0001979696,0.266,0.64,0.672,0.704,0.29,0.112,0.000130722412,0.0005262698,55.4,0.76,97,0.28,3.83561644e-06,1.84109589e-05,1.24970111791879,11.891883652968,1.21428089074942,11.2588078538813
78,0.4,444,270,0.1,2.25,0.0006481898,0.0001979696,0.266,0.64,0.672,0.704,0.29,0.112,0.000130722412,0.0005262698,55.4,0.76,97,0.44,3.83561644e-06,1.84109589e-05,1.25336724209328,11.8864146118721,1.21915721995103,11.2767464840183
79,0.4,444,270,0.1,2.95,0.0006481898,0.0001979696,0.266,0.64,0.672,0.704,0.29,0.112,0.000130722412,0.0005262698,55.4,0.76,97,0.44,3.83561644e-06,1.84109589e-05,1.20619959851505,11.6290279452055,1.16578114078627,10.9750253881279
80,0.4,444,270,0.1,2.95,0.0006481898,0.0001979696,0.266,0.64,0.672,0.704,0.256,0.112,0.000130722412,0.0005262698,55.4,0.76,97,0.44,3.83561644e-06,1.84109589e-05,1.12911234195728,11.0642396347032,1.10585282473278,10.3727797260274
81,0.4,444,270,0.1,2.95,0.0006481898,0.0001979696,0.266,0.64,0.672,0.578,0.256,0.112,0.000130722412,0.0005262698,55.4,0.76,97,0.44,3.83561644e-06,1.84109589e-05,1.14757706463236,11.2287300456621,1.11340817425454,10.5524918721461
82,0.4,444,270,0.1,2.95,0.0006481898,0.0001255938,0.266,0.64,0.672,0.578,0.256,0.112,0.000130722412,0.0005262698,55.4,0.76,97,0.44,3.83561644e-06,1.84109589e-05,1.10217043264213,10.7481989954338,1.07618111635814,10.0935941552511
83,0.4,444,270,0.1,2.95,0.0006481898,0.0001255938,0.266,0.64,0.672,0.578,0.256,0.098,0.000130722412,0.0005262698,55.4,0.76,97,0.44,3.83561644e-06,1.84109589e-05,1.03929388114302,10.3646869406393,1.00006427029156,9.67899159817352
84,0.4,444,270,0.1,2.95,0.0006481898,0.0001255938,0.266,0.64,0.672,0.578,0.256,0.098,0.000130722412,0.0005262698,55.4,0.76,97,0.44,4.438356166e-06,1.84109589e-05,1.06506882601954,10.4410219178082,1.04341769564592,9.78429168949772
85,0.34,444,270,0.1,2.95,0.0006481898,0.0001255938,0.266,0.64,0.672,0.578,0.256,0.098,0.000130722412,0.0005262698,55.4,0.76,97,0.44,4.438356166e-06,1.84109589e-05,1.09506772430131,10.8599223744292,1.07027363465861,10.1704978995434
86,0.34,444,270,0.1,2.95,0.0006481898,0.0001255938,0.266,0.64,0.672,0.578,0.256,0.098,0.000130722412,0.0005262698,55.4,0.92,97,0.44,4.438356166e-06,1.84109589e-05,1.12880751491253,10.9960801826484,1.09794835056132,10.3125543378995
87,0.34,444,217.4,0.1,2.95,0.0006481898,0.0001255938,0.266,0.64,0.672,0.578,0.256,0.098,0.000130722412,0.0005262698,55.4,0.92,97,0.44,4.438356166e-06,1.84109589e-05,1.11312859268917,10.8705587214612,1.07584389743866,10.1791954337899
88,0.34,444,217.4,0.1,2.95,0.0006481898,0.0001255938,0.266,0.75,0.672,0.578,0.256,0.098,0.000130722412,0.0005262698,55.4,0.92,97,0.44,4.438356166e-06,1.84109589e-05,1.10424312269372,10.8270197260274,1.07731720545638,10.1608200913242
89,0.22,60,59.6,0.07,1.2,0.0009302428,0.0001617817,0.158,0.64,0.672,0.515,0.205,0.091,8.4593236e-05,0.000620577,144.4,0.2,30,0.84,3.83561644e-06,2.1304109586e-05,1.48601516317336,13.4088094977169,1.4587715712519,12.9070538812785
90,0.22,60,59.6,0.07,1.2,0.0009302428,0.0002341575,0.158,0.64,0.672,0.515,0.205,0.091,8.4593236e-05,0.000620577,144.4,0.2,30,0.84,3.83561644e-06,2.1304109586e-05,1.52114864087174,13.7313792694064,1.49205344540677,13.2513908675799
91,0.22,60,59.6,0.07,1.2,0.0009302428,0.0002341575,0.158,0.64,0.672,0.515,0.205,0.091,8.4593236e-05,0.000620577,144.4,0.2,30,0.84,3.83561644e-06,2.4197260272e-05,1.64143356486547,14.3698571689498,1.62680745542147,13.9733704109589
92,0.22,60,59.6,0.07,1.2,0.0009302428,0.0002341575,0.158,0.64,0.672,0.641,0.205,0.091,8.4593236e-05,0.000620577,144.4,0.2,30,0.84,3.83561644e-06,2.4197260272e-05,1.59289899865764,14.2213908675799,1.56553811083586,13.7619565296804
93,0.22,60,59.6,0.07,1.2,0.0009302428,0.0002341575,0.158,0.64,0.672,0.641,0.205,0.091,8.4593236e-05,0.000620577,144.4,0.2,97,0.84,3.83561644e-06,2.4197260272e-05,1.65895699253929,14.5245806392694,1.62559560101263,14.140145022831
94,0.22,60,59.6,0.07,1.2,0.0009302428,0.0002341575,0.158,0.75,0.672,0.641,0.205,0.091,8.4593236e-05,0.000620577,144.4,0.2,97,0.84,3.83561644e-06,2.4197260272e-05,1.61242933190401,14.3559583561644,1.59530462662852,13.9058688584475
95,0.22,60,59.6,0.05,1.2,0.0009302428,0.0002341575,0.158,0.75,0.672,0.641,0.205,0.091,8.4593236e-05,0.000620577,144.4,0.2,97,0.84,3.83561644e-06,2.4197260272e-05,1.60584479315635,14.2533643835616,1.57271610070093,13.8080621004566
96,0.22,156,59.6,0.05,1.2,0.0009302428,0.0002341575,0.158,0.75,0.672,0.641,0.205,0.091,8.4593236e-05,0.000620577,144.4,0.2,97,0.84,3.83561644e-06,2.4197260272e-05,1.58413363382576,14.1866048401827,1.55225727267616,13.7639505022831
97,0.22,156,59.6,0.05,1.9,0.0009302428,0.0002341575,0.158,0.75,0.672,0.641,0.205,0.091,8.4593236e-05,0.000620577,144.4,0.2,97,0.84,3.83561644e-06,2.4197260272e-05,1.49965427732991,13.6942151598173,1.47317440054961,13.15344
98,0.22,156,59.6,0.05,1.9,0.0009302428,0.0002341575,0.158,0.75,0.672,0.641,0.205,0.077,8.4593236e-05,0.000620577,144.4,0.2,97,0.84,3.83561644e-06,2.4197260272e-05,1.37426799057875,12.8110215525114,1.33258418442334,12.3029024657534
99,0.22,156,59.6,0.05,1.9,0.0009302428,0.0002341575,0.158,0.75,0.672,0.641,0.205,0.077,8.4593236e-05,0.000620577,144.4,0.2,97,0.68,3.83561644e-06,2.4197260272e-05,1.39366835807331,12.8224536073059,1.3704110021961,12.2609879452055
100,0.22,156,59.6,0.05,1.9,0.0009302428,0.0002341575,0.158,0.75,0.672,0.641,0.205,0.077,8.4593236e-05,0.0007148842,144.4,0.2,97,0.68,3.83561644e-06,2.4197260272e-05,1.37525837839236,12.8521511415525,1.34442982693106,12.3141749771689
101,0.22,156,59.6,0.05,1.9,0.0009302428,0.0002341575,0.158,0.75,0.672,0.641,0.205,0.077,8.4593236e-05,0.0007148842,108.8,0.2,97,0.68,3.83561644e-06,2.4197260272e-05,1.38999908036314,12.8354463926941,1.37691691565362,12.3507393607306
102,0.22,156,7,0.05,1.9,0.0009302428,0.0002341575,0.158,0.75,0.672,0.641,0.205,0.077,8.4593236e-05,0.0007148842,108.8,0.2,97,0.68,3.83561644e-06,2.4197260272e-05,1.34606182271225,12.5587739726027,1.3170887190816,12.0067623744292
103,0.22,156,7,0.05,1.9,0.0009302428,0.0002341575,0.158,0.75,0.672,0.641,0.205,0.077,8.4593236e-05,0.0007148842,108.8,0.2,97,0.68,4.438356166e-06,2.4197260272e-05,1.39020939129901,12.8925240182648,1.35338000572466,12.3605028310502
104,0.22,156,7,0.05,1.9,0.0008174216,0.0002341575,0.158,0.75,0.672,0.641,0.205,0.077,8.4593236e-05,0.0007148842,108.8,0.2,97,0.68,4.438356166e-06,2.4197260272e-05,1.23870739682648,11.8971272146119,1.20008493453571,11.3064876712329
105,0.22,156,7,0.05,1.9,0.0008174216,0.0002341575,0.05,0.75,0.672,0.641,0.205,0.077,8.4593236e-05,0.0007148842,108.8,0.2,97,0.68,4.438356166e-06,2.4197260272e-05,1.23305193885563,11.818600913242,1.21206397437353,11.2886286757991
106,0.28,156,7,0.05,1.9,0.0008174216,0.0002341575,0.05,0.75,0.672,0.641,0.205,0.077,8.4593236e-05,0.0007148842,108.8,0.2,97,0.68,4.438356166e-06,2.4197260272e-05,1.1886964707653,11.4272803652968,1.14894276851302,10.8270699543379
107,0.28,156,7,0.05,1.9,0.0008174216,0.0002341575,0.05,0.75,0.672,0.641,0.205,0.077,8.4593236e-05,0.0007148842,108.8,0.36,97,0.68,4.438356166e-06,2.4197260272e-05,1.20491969428206,11.480256347032,1.17467109202666,10.9011028310502
108,0.28,156,7,0.05,1.9,0.0008174216,0.0002341575,0.05,0.75,0.554,0.641,0.205,0.077,8.4593236e-05,0.0007148842,108.8,0.36,97,0.68,4.438356166e-06,2.4197260272e-05,1.20084388109796,11.5610304109589,1.1856329087818,11.0026560730594
109,0.28,156,7,0.05,1.9,0.0008174216,0.0002341575,0.05,0.75,0.554,0.641,0.205,0.077,6.1528648e-05,0.0007148842,108.8,0.36,97,0.68,4.438356166e-06,2.4197260272e-05,1.21077126892974,11.6378825570776,1.18470053758772,11.0972774429224
110,0.28,156,7,0.05,1.9,0.0008174216,0.0002341575,0.05,0.75,0.554,0.641,0.171,0.077,6.1528648e-05,0.0007148842,108.8,0.36,97,0.68,4.438356166e-06,2.4197260272e-05,1.13719520242815,11.0752596347032,1.10901127850055,10.5386624657534
111,0.28,252,138.5,0.13,3.3,0.0005917792,0.0001255938,0.212,0.475,0.672,0.704,0.205,0.084,7.3060942e-05,0.0006677306,91,0.36,298,0.36,5.041095892e-06,2.1304109586e-05,1.03923498207782,10.0594391780822,1.03067874931385,9.5531298630137
112,0.28,252,138.5,0.13,3.3,0.0005917792,0.0001255938,0.212,0.585,0.672,0.704,0.205,0.084,7.3060942e-05,0.0006677306,91,0.36,298,0.36,5.041095892e-06,2.1304109586e-05,1.02928176609265,9.9011599086758,1.02202474813911,9.41157114155251
