"panel","case","time_summary","art_red","prep_red","art_cov","prep_cov","mean","lower","upper"
"B. Government funding reduction","committed","horizon_mean",0.015,0.1125,0.0113206972576116,0.0248588779828819,1.02987981310848,1.01731932817119,1.04341998051261
"B. Government funding reduction","committed","horizon_mean",0.0225,0.1125,0.0169810458864174,0.0248588779828819,1.03990531161658,1.02622221555795,1.05375312939661
"B. Government funding reduction","committed","horizon_mean",0.03,0.1125,0.0226413945152232,0.0248588779828819,1.05006817159613,1.03493960720301,1.06452097877608
"B. Government funding reduction","committed","horizon_mean",0.0375,0.1125,0.028301743144029,0.0248588779828819,1.06036421057527,1.04343973442374,1.07638218701241
"B. Government funding reduction","committed","horizon_mean",0.045,0.1125,0.0339620917728348,0.0248588779828819,1.07078876606958,1.05208132953593,1.08863898876829
"B. Government funding reduction","committed","horizon_mean",0.0525,0.1125,0.0396224404016406,0.0248588779828819,1.081336738038,1.06081948288521,1.10060151275546
"B. Government funding reduction","committed","horizon_mean",0.06,0.1125,0.0452827890304464,0.0248588779828819,1.09200259672682,1.06957841513787,1.11301586467834
"B. Government funding reduction","committed","horizon_mean",0.0675,0.1125,0.0509431376592522,0.0248588779828819,1.10278038993283,1.07854059959516,1.12550171517601
"B. Government funding reduction","committed","horizon_mean",0.075,0.1125,0.056603486288058,0.0248588779828819,1.11366373149884,1.08772431796895,1.13823306783251
"B. Government funding reduction","committed","horizon_mean",0.0825,0.1125,0.0622638349168638,0.0248588779828819,1.12464584060997,1.09711050252945,1.15087855722869
"B. Government funding reduction","committed","horizon_mean",0.09,0.1125,0.0679241835456696,0.0248588779828819,1.13571969831172,1.10657306594612,1.16361683703058
"B. Government funding reduction","committed","horizon_mean",0.0975,0.1125,0.0735845321744755,0.0248588779828819,1.14687818168467,1.11629624043946,1.17621667550646
"B. Government funding reduction","committed","horizon_mean",0.1,0.1125,0.0754713150507441,0.0248588779828819,1.1506152474556,1.11955592357102,1.18042117291334
"B. Government funding reduction","committed","horizon_mean",0.105,0.1125,0.0792448808032813,0.0248588779828819,1.15811415373861,1.12603357938913,1.18881255605884
"B. Government funding reduction","committed","horizon_mean",0.1125,0.1125,0.0849052294320871,0.0248588779828819,1.16942051827417,1.13605716966205,1.20132512833584
"B. Government funding reduction","committed","horizon_mean",0.12,0.1125,0.0905655780608929,0.0248588779828819,1.18079023635179,1.14576077506042,1.21372345737581
"B. Government funding reduction","committed","horizon_mean",0.1275,0.1125,0.0962259266896987,0.0248588779828819,1.19221629315163,1.15554692903919,1.22606872819832
"B. Government funding reduction","committed","horizon_mean",0.135,0.1125,0.101886275318504,0.0248588779828819,1.20369159352957,1.16538832987056,1.23828897019093
"B. Government funding reduction","committed","horizon_mean",0.1425,0.1125,0.10754662394731,0.0248588779828819,1.21520875075284,1.17534107808402,1.25068610746791
"B. Government funding reduction","committed","horizon_mean",0.15,0.1125,0.113206972576116,0.0248588779828819,1.22675988024866,1.18542418190767,1.26309393661882
"B. Government funding reduction","committed","horizon_mean",0.1575,0.1125,0.118867321204922,0.0248588779828819,1.23833670369341,1.19562605063193,1.27553867646986
"B. Government funding reduction","committed","horizon_mean",0.165,0.1125,0.124527669833728,0.0248588779828819,1.24993078426955,1.20564819406944,1.28818549188082
"B. Government funding reduction","committed","horizon_mean",0.1725,0.1125,0.130188018462534,0.0248588779828819,1.26153398249958,1.2157744718112,1.30065974128863
"B. Government funding reduction","committed","horizon_mean",0.18,0.1125,0.135848367091339,0.0248588779828819,1.2731397114367,1.22576433975705,1.31308472183616
"B. Government funding reduction","committed","horizon_mean",0.1875,0.1125,0.141508715720145,0.0248588779828819,1.28474400800012,1.23581450461453,1.32566686888478
"B. Government funding reduction","committed","horizon_mean",0.195,0.1125,0.147169064348951,0.0248588779828819,1.29634418685848,1.24595453106111,1.33821932950816
"B. Government funding reduction","committed","horizon_mean",0.2025,0.1125,0.152829412977757,0.0248588779828819,1.30793763803697,1.25621178549713,1.35083027486282
"B. Government funding reduction","committed","horizon_mean",0.21,0.1125,0.158489761606563,0.0248588779828819,1.31952146129599,1.26633665197808,1.36368367924689
"B. Government funding reduction","committed","horizon_mean",0.2175,0.1125,0.164150110235368,0.0248588779828819,1.33109242834802,1.27645595038308,1.37634259987129
"B. Government funding reduction","committed","horizon_mean",0.225,0.1125,0.169810458864174,0.0248588779828819,1.34264724671376,1.28664275372763,1.38946083862318
"B. Government funding reduction","committed","horizon_mean",0.2325,0.1125,0.17547080749298,0.0248588779828819,1.35418317223239,1.29687893133288,1.40300685629693
"B. Government funding reduction","committed","horizon_mean",0.24,0.1125,0.181131156121786,0.0248588779828819,1.36569817983108,1.30707926933175,1.41618302731648
"B. Government funding reduction","committed","horizon_mean",0.2475,0.1125,0.186791504750592,0.0248588779828819,1.37719045520688,1.31719705397253,1.42981547560734
"B. Government funding reduction","committed","horizon_mean",0.25,0.1125,0.18867828762686,0.0248588779828819,1.38101583782888,1.32059220232435,1.43417937980816
"B. Government funding reduction","committed","horizon_mean",0.255,0.1125,0.192451853379397,0.0248588779828819,1.38865809991847,1.32761542463674,1.44303680616003
"B. Government funding reduction","committed","horizon_mean",0.2625,0.1125,0.198112202008203,0.0248588779828819,1.40009909037982,1.33754427698942,1.45673633792022
"B. Government funding reduction","committed","horizon_mean",0.27,0.1125,0.203772550637009,0.0248588779828819,1.41151132858326,1.34771841781056,1.47025750197845
"B. Government funding reduction","committed","horizon_mean",0.2775,0.1125,0.209432899265815,0.0248588779828819,1.42289273274282,1.35791584142968,1.48386274141876
"B. Government funding reduction","committed","horizon_mean",0.285,0.1125,0.215093247894621,0.0248588779828819,1.43424139112282,1.36797156167087,1.49723552727264
"B. Government funding reduction","committed","horizon_mean",0.2925,0.1125,0.220753596523426,0.0248588779828819,1.44555584064001,1.3777944842287,1.51179685535496
"B. Government funding reduction","committed","horizon_mean",0.3,0.1125,0.226413945152232,0.0248588779828819,1.45683541293562,1.38759985094012,1.5258532439519
"B. Government funding reduction","committed","horizon_mean",0.3075,0.1125,0.232074293781038,0.0248588779828819,1.46808015779228,1.39736928518551,1.54004529585924
"B. Government funding reduction","committed","horizon_mean",0.315,0.1125,0.237734642409844,0.0248588779828819,1.47929041544148,1.40695144054933,1.55430226023778
"B. Government funding reduction","committed","horizon_mean",0.3225,0.1125,0.24339499103865,0.0248588779828819,1.49046659983459,1.416775217731,1.56841891621975
"B. Government funding reduction","committed","horizon_mean",0.33,0.1125,0.249055339667455,0.0248588779828819,1.50160917057597,1.42649020489244,1.58255064735144
"B. Government funding reduction","committed","horizon_mean",0.3375,0.1125,0.254715688296261,0.0248588779828819,1.51271862140697,1.4359458830728,1.59658268082827
"B. Government funding reduction","committed","horizon_mean",0.345,0.1125,0.260376036925067,0.0248588779828819,1.52379543528933,1.4452671202868,1.61044941272632
"B. Government funding reduction","committed","horizon_mean",0.3525,0.1125,0.266036385553873,0.0248588779828819,1.53484004820868,1.45497948008736,1.62397089733006
"B. Government funding reduction","committed","horizon_mean",0.36,0.1125,0.271696734182679,0.0248588779828819,1.54585281651622,1.46458980466131,1.63746961908279
"B. Government funding reduction","committed","horizon_mean",0.3675,0.1125,0.277357082811484,0.0248588779828819,1.55683397555938,1.47409074560624,1.65083553016407
"B. Government funding reduction","committed","horizon_mean",0.375,0.1125,0.28301743144029,0.0248588779828819,1.56778363986703,1.48409381991648,1.66377996999771
"B. Government funding reduction","committed","horizon_mean",0.3825,0.1125,0.288677780069096,0.0248588779828819,1.57870199662057,1.49379535718471,1.67636194087174
"B. Government funding reduction","committed","horizon_mean",0.39,0.1125,0.294338128697902,0.0248588779828819,1.58958959081361,1.50394692581437,1.68915731526806
"B. Government funding reduction","committed","horizon_mean",0.3975,0.1125,0.299998477326708,0.0248588779828819,1.60044720287473,1.5138075371986,1.70172062569033
"B. Government funding reduction","committed","horizon_mean",0.4,0.1125,0.301885260202976,0.0248588779828819,1.60405988134544,1.51707405995322,1.7059176805865
"B. Government funding reduction","committed","horizon_mean",0.405,0.1125,0.305658825955513,0.0248588779828819,1.6112756219142,1.52388783149544,1.71415412662445
"B. Government funding reduction","committed","horizon_mean",0.4125,0.1125,0.311319174584319,0.0248588779828819,1.62207563319124,1.53414213951608,1.72669318780767
"B. Government funding reduction","committed","horizon_mean",0.42,0.1125,0.316979523213125,0.0248588779828819,1.63284809417224,1.54454234283671,1.7391643638207
"B. Government funding reduction","committed","horizon_mean",0.4275,0.1125,0.322639871841931,0.0248588779828819,1.6435940018387,1.55486054250252,1.75182660048259
"B. Government funding reduction","committed","horizon_mean",0.435,0.1125,0.328300220470737,0.0248588779828819,1.65431451609099,1.5654891033866,1.76401317788127
"B. Government funding reduction","committed","horizon_mean",0.4425,0.1125,0.333960569099542,0.0248588779828819,1.66501091030677,1.57603928861694,1.7761219389378
"B. Government funding reduction","committed","horizon_mean",0.45,0.1125,0.339620917728348,0.0248588779828819,1.67568439785672,1.58643016072384,1.78813814320301
"B. Government funding reduction","committed","horizon_mean",0.4575,0.1125,0.345281266357154,0.0248588779828819,1.68633574825083,1.59692976876332,1.80018972217835
"B. Government funding reduction","committed","horizon_mean",0.465,0.1125,0.35094161498596,0.0248588779828819,1.69696495131961,1.607659229483,1.81232824412748
"B. Government funding reduction","committed","horizon_mean",0.4725,0.1125,0.356601963614766,0.0248588779828819,1.70757147752869,1.61850524411231,1.82438938976047
"B. Government funding reduction","committed","horizon_mean",0.48,0.1125,0.362262312243571,0.0248588779828819,1.71815456763846,1.62819444427682,1.8365145387365
"B. Government funding reduction","committed","horizon_mean",0.4875,0.1125,0.367922660872377,0.0248588779828819,1.72871333189122,1.63824565799357,1.84827387625682
"B. Government funding reduction","committed","horizon_mean",0.495,0.1125,0.373583009501183,0.0248588779828819,1.73924677041864,1.64713891208377,1.8606652615347
"B. Government funding reduction","committed","horizon_mean",0.5025,0.1125,0.379243358129989,0.0248588779828819,1.74975383488791,1.65554215371705,1.87370194051808
"B. Government funding reduction","committed","horizon_mean",0.51,0.1125,0.384903706758795,0.0248588779828819,1.76023372856483,1.66401543419319,1.88680816033845
"B. Government funding reduction","committed","horizon_mean",0.5175,0.1125,0.3905640553876,0.0248588779828819,1.77068668537947,1.67275386629589,1.89877899289255
"B. Government funding reduction","committed","horizon_mean",0.525,0.1125,0.396224404016406,0.0248588779828819,1.78111450252558,1.68145288606356,1.90961672734198
"B. Government funding reduction","committed","horizon_mean",0.5325,0.1125,0.401884752645212,0.0248588779828819,1.79151976479403,1.6908008966131,1.92061163570383
"B. Government funding reduction","committed","horizon_mean",0.54,0.1125,0.407545101274018,0.0248588779828819,1.80190509987046,1.70007031152286,1.93210989220783
"B. Government funding reduction","committed","horizon_mean",0.5475,0.1125,0.413205449902824,0.0248588779828819,1.81227289834552,1.70956991902435,1.94407866174659
"B. Government funding reduction","committed","horizon_mean",0.555,0.1125,0.41886579853163,0.0248588779828819,1.82262522505826,1.71881097694272,1.95662900145499
"B. Government funding reduction","committed","horizon_mean",0.5625,0.1125,0.424526147160435,0.0248588779828819,1.83296375143029,1.72772037113954,1.96898362128324
"B. Government funding reduction","committed","horizon_mean",0.57,0.1125,0.430186495789241,0.0248588779828819,1.84328964383128,1.73708980079306,1.9815303048248
"B. Government funding reduction","committed","horizon_mean",0.5775,0.1125,0.435846844418047,0.0248588779828819,1.85360365233002,1.74648288998268,1.99405427594966
"B. Government funding reduction","committed","horizon_mean",0.585,0.1125,0.441507193046853,0.0248588779828819,1.86390632336995,1.75587705357676,2.0067787638539
"B. Government funding reduction","committed","horizon_mean",0.5925,0.1125,0.447167541675659,0.0248588779828819,1.87419804951412,1.7649347806205,2.01869511607098
"B. Government funding reduction","committed","horizon_mean",0.6,0.1125,0.452827890304464,0.0248588779828819,1.88447895594767,1.77466552977395,2.03104544137842
"B. Government funding reduction","committed","horizon_mean",0.6075,0.1125,0.45848823893327,0.0248588779828819,1.89474860688785,1.78401433535238,2.04282440972979
"B. Government funding reduction","committed","horizon_mean",0.615,0.1125,0.464148587562076,0.0248588779828819,1.90500608160831,1.79347560389363,2.05394473229575
"B. Government funding reduction","committed","horizon_mean",0.6225,0.1125,0.469808936190882,0.0248588779828819,1.91525023120695,1.80294472073412,2.06592265316537
"B. Government funding reduction","committed","horizon_mean",0.63,0.1125,0.475469284819688,0.0248588779828819,1.92547824160863,1.81220331751837,2.07760923191772
"B. Government funding reduction","committed","horizon_mean",0.6375,0.1125,0.481129633448493,0.0248588779828819,1.93568803465052,1.82183668735373,2.08929670401602
"B. Government funding reduction","committed","horizon_mean",0.645,0.1125,0.486789982077299,0.0248588779828819,1.94587674211131,1.83119288240414,2.10094939418056
"B. Government funding reduction","committed","horizon_mean",0.6525,0.1125,0.492450330706105,0.0248588779828819,1.95604069303713,1.84062940955819,2.11289599738085
"B. Government funding reduction","committed","horizon_mean",0.66,0.1125,0.498110679334911,0.0248588779828819,1.96617684585624,1.85016430746611,2.12447841921662
"B. Government funding reduction","committed","horizon_mean",0.6675,0.1125,0.503771027963717,0.0248588779828819,1.97628472631189,1.85952448295395,2.13529990262082
"B. Government funding reduction","committed","horizon_mean",0.675,0.1125,0.509431376592522,0.0248588779828819,1.98636499280741,1.86878502105386,2.146539750931
"B. Government funding reduction","committed","horizon_mean",0.6825,0.1125,0.515091725221328,0.0248588779828819,1.99641830696472,1.87791322754121,2.15691138829296
"B. Government funding reduction","committed","horizon_mean",0.69,0.1125,0.520752073850134,0.0248588779828819,2.00644507108981,1.88716945370583,2.16777547091952
"B. Government funding reduction","committed","horizon_mean",0.6975,0.1125,0.52641242247894,0.0248588779828819,2.01644534560973,1.8957184845951,2.17815746648072
"B. Government funding reduction","committed","horizon_mean",0.705,0.1125,0.532072771107746,0.0248588779828819,2.02641884468444,1.90394173262053,2.18869708211808
"B. Government funding reduction","committed","horizon_mean",0.7125,0.1125,0.537733119736551,0.0248588779828819,2.03636497375473,1.91231625742428,2.19891229563185
"B. Government funding reduction","committed","horizon_mean",0.72,0.1125,0.543393468365357,0.0248588779828819,2.04628291255636,1.92002917251771,2.20915807787812
"B. Government funding reduction","committed","horizon_mean",0.7275,0.1125,0.549053816994163,0.0248588779828819,2.05617177321995,1.928164348735,2.21964239379001
"B. Government funding reduction","committed","horizon_mean",0.735,0.1125,0.554714165622969,0.0248588779828819,2.06603084402805,1.93574922140168,2.22958653418664
"B. Government funding reduction","committed","horizon_mean",0.7425,0.1125,0.560374514251775,0.0248588779828819,2.07585967668027,1.94415316493977,2.23976356137663
"B. Government funding reduction","committed","horizon_mean",0.75,0.1125,0.56603486288058,0.0248588779828819,2.08565787565646,1.95198484374994,2.24999715798726
"B. Government funding reduction","committed","horizon_mean",0,0.12,0,0.0265161365150741,1.01096699121219,0.998025037173466,1.02458730019189
"B. Government funding reduction","committed","horizon_mean",0.0075,0.12,0.0056603486288058,0.0265161365150741,1.02071510308827,1.00818397251458,1.03424009093286
"B. Government funding reduction","committed","horizon_mean",0.015,0.12,0.0113206972576116,0.0265161365150741,1.0306070147749,1.01733621965172,1.04487161408191
"B. Government funding reduction","committed","horizon_mean",0.0225,0.12,0.0169810458864174,0.0265161365150741,1.04063982734136,1.02632376844837,1.05515854455499
"B. Government funding reduction","committed","horizon_mean",0.03,0.12,0.0226413945152232,0.0265161365150741,1.05081001569032,1.035009820046,1.0657723831071
"B. Government funding reduction","committed","horizon_mean",0.0375,0.12,0.028301743144029,0.0265161365150741,1.06111341328076,1.04376831554862,1.0774655251241
"B. Government funding reduction","committed","horizon_mean",0.045,0.12,0.0339620917728348,0.0265161365150741,1.07154535998093,1.05232132563707,1.0898304735879
"B. Government funding reduction","committed","horizon_mean",0.0525,0.12,0.0396224404016406,0.0265161365150741,1.0821007507354,1.06114194231703,1.10183824984946
"B. Government funding reduction","committed","horizon_mean",0.06,0.12,0.0452827890304464,0.0265161365150741,1.09277404899113,1.07012555194587,1.1140497753874
"B. Government funding reduction","committed","horizon_mean",0.0675,0.12,0.0509431376592522,0.0265161365150741,1.10355929622701,1.0791745622158,1.12655732430155
"B. Government funding reduction","committed","horizon_mean",0.075,0.12,0.056603486288058,0.0265161365150741,1.11445010074291,1.08823752232715,1.13914270436393
"B. Government funding reduction","committed","horizon_mean",0.0825,0.12,0.0622638349168638,0.0265161365150741,1.12543967672329,1.09755933759277,1.151890966041
"B. Government funding reduction","committed","horizon_mean",0.09,0.12,0.0679241835456696,0.0265161365150741,1.13652100084936,1.10703876049223,1.16453953390816
"B. Government funding reduction","committed","horizon_mean",0.0975,0.12,0.0735845321744755,0.0265161365150741,1.14768694644862,1.11678009365108,1.17706078024114
"B. Government funding reduction","committed","horizon_mean",0.1,0.12,0.0754713150507441,0.0265161365150741,1.15142649811233,1.1200318599894,1.18131176482719
"B. Government funding reduction","committed","horizon_mean",0.105,0.12,0.0792448808032813,0.0265161365150741,1.15893037319399,1.1265013953485,1.18966271450608
"B. Government funding reduction","committed","horizon_mean",0.1125,0.12,0.0849052294320871,0.0265161365150741,1.17024418162253,1.13650302302017,1.20222081864095
"B. Government funding reduction","committed","horizon_mean",0.12,0.12,0.0905655780608929,0.0265161365150741,1.18162132907921,1.1463236572578,1.21464788481921
"B. Government funding reduction","committed","horizon_mean",0.1275,0.12,0.0962259266896987,0.0265161365150741,1.19305479586293,1.15609244831298,1.22699008770448
"B. Government funding reduction","committed","horizon_mean",0.135,0.12,0.101886275318504,0.0265161365150741,1.20453747987407,1.16601498472409,1.23916285085018
"B. Government funding reduction","committed","horizon_mean",0.1425,0.12,0.10754662394731,0.0265161365150741,1.21606198428937,1.17611329524266,1.25160039842228
"B. Government funding reduction","committed","horizon_mean",0.15,0.12,0.113206972576116,0.0265161365150741,1.22762041043149,1.18601905402179,1.26392213690915
"B. Government funding reduction","committed","horizon_mean",0.1575,0.12,0.118867321204922,0.0265161365150741,1.23920446182591,1.19630047157264,1.27653491724428
"B. Government funding reduction","committed","horizon_mean",0.165,0.12,0.124527669833728,0.0265161365150741,1.25080567987924,1.2065300365623,1.28917587365277
"B. Government funding reduction","committed","horizon_mean",0.1725,0.12,0.130188018462534,0.0265161365150741,1.26241590171776,1.21665290616609,1.30154409949152
"B. Government funding reduction","committed","horizon_mean",0.18,0.12,0.135848367091339,0.0265161365150741,1.27402852774596,1.22676499196281,1.31392864629331
"B. Government funding reduction","committed","horizon_mean",0.1875,0.12,0.141508715720145,0.0265161365150741,1.28563960634105,1.23678535673582,1.32674107910249
"B. Government funding reduction","committed","horizon_mean",0.195,0.12,0.147169064348951,0.0265161365150741,1.29724647139631,1.2468243255692,1.33905124707886
"B. Government funding reduction","committed","horizon_mean",0.2025,0.12,0.152829412977757,0.0265161365150741,1.30884653040467,1.25700612280038,1.35164447242119
"B. Government funding reduction","committed","horizon_mean",0.21,0.12,0.158489761606563,0.0265161365150741,1.32043689688681,1.26741557695781,1.36451108406031
"B. Government funding reduction","committed","horizon_mean",0.2175,0.12,0.164150110235368,0.0265161365150741,1.33201435166033,1.27767567422796,1.37718046959389
"B. Government funding reduction","committed","horizon_mean",0.225,0.12,0.169810458864174,0.0265161365150741,1.34357560719504,1.28766709992704,1.39027817552968
"B. Government funding reduction","committed","horizon_mean",0.2325,0.12,0.17547080749298,0.0265161365150741,1.35511792314264,1.29790022113754,1.40360103781042
"B. Government funding reduction","committed","horizon_mean",0.24,0.12,0.181131156121786,0.0265161365150741,1.36663927809095,1.308335161027,1.4170971191212
"B. Government funding reduction","committed","horizon_mean",0.2475,0.12,0.186791504750592,0.0265161365150741,1.37813785918356,1.31832882665206,1.43053345656616
"B. Government funding reduction","committed","horizon_mean",0.25,0.12,0.18867828762686,0.0265161365150741,1.38196533434907,1.32171687404246,1.43500059337003
"B. Government funding reduction","committed","horizon_mean",0.255,0.12,0.192451853379397,0.0265161365150741,1.38961176702825,1.32860785532992,1.44409519388225
"B. Government funding reduction","committed","horizon_mean",0.2625,0.12,0.198112202008203,0.0265161365150741,1.40105897545654,1.33893429745793,1.45754597421908
"B. Government funding reduction","committed","horizon_mean",0.27,0.12,0.203772550637009,0.0265161365150741,1.41247738284841,1.34874871518476,1.47150902058479
"B. Government funding reduction","committed","horizon_mean",0.2775,0.12,0.209432899265815,0.0265161365150741,1.42386490319286,1.35931122795925,1.4848134267591
"B. Government funding reduction","committed","horizon_mean",0.285,0.12,0.215093247894621,0.0265161365150741,1.43521962046641,1.36909201910994,1.49895562832165
"B. Government funding reduction","committed","horizon_mean",0.2925,0.12,0.220753596523426,0.0265161365150741,1.44654006856128,1.37910383425507,1.51340688824063
"B. Government funding reduction","committed","horizon_mean",0.3,0.12,0.226413945152232,0.0265161365150741,1.45782557936659,1.38885871715265,1.52719651520769
"B. Government funding reduction","committed","horizon_mean",0.3075,0.12,0.232074293781038,0.0265161365150741,1.46907620580179,1.39870162107223,1.54144524362232
"B. Government funding reduction","committed","horizon_mean",0.315,0.12,0.237734642409844,0.0265161365150741,1.48029229181442,1.40826245653966,1.55593052286515
"B. Government funding reduction","committed","horizon_mean",0.3225,0.12,0.24339499103865,0.0265161365150741,1.49147425488057,1.41814122940845,1.56990121254963
"B. Government funding reduction","committed","horizon_mean",0.33,0.12,0.249055339667455,0.0265161365150741,1.50262255817303,1.42758967528615,1.58407720087764
"B. Government funding reduction","committed","horizon_mean",0.3375,0.12,0.254715688296261,0.0265161365150741,1.51373769880269,1.43710293375731,1.59813919311071
"B. Government funding reduction","committed","horizon_mean",0.345,0.12,0.260376036925067,0.0265161365150741,1.52482016252812,1.44644297335927,1.61195250325623
"B. Government funding reduction","committed","horizon_mean",0.3525,0.12,0.266036385553873,0.0265161365150741,1.53587038750127,1.45616456903416,1.62559871814828
"B. Government funding reduction","committed","horizon_mean",0.36,0.12,0.271696734182679,0.0265161365150741,1.54688873160477,1.46561862998655,1.63912069877857
"B. Government funding reduction","committed","horizon_mean",0.3675,0.12,0.277357082811484,0.0265161365150741,1.5578754308659,1.47542451843589,1.65223091787228
"B. Government funding reduction","committed","horizon_mean",0.375,0.12,0.28301743144029,0.0265161365150741,1.56883059941087,1.48546775559879,1.66511498758985
"B. Government funding reduction","committed","horizon_mean",0.3825,0.12,0.288677780069096,0.0265161365150741,1.57975442439066,1.49529277902572,1.67804869993982
"B. Government funding reduction","committed","horizon_mean",0.39,0.12,0.294338128697902,0.0265161365150741,1.59064745401407,1.50534676356181,1.69073418341468
"B. Government funding reduction","committed","horizon_mean",0.3975,0.12,0.299998477326708,0.0265161365150741,1.60151047355107,1.51527136246813,1.70325510642089
"B. Government funding reduction","committed","horizon_mean",0.4,0.12,0.301885260202976,0.0265161365150741,1.60512494906568,1.51861047903334,1.70739863543312
"B. Government funding reduction","committed","horizon_mean",0.405,0.12,0.305658825955513,0.0265161365150741,1.61234427644012,1.52549820899771,1.71563960554025
"B. Government funding reduction","committed","horizon_mean",0.4125,0.12,0.311319174584319,0.0265161365150741,1.62314965191683,1.53565831064223,1.72792893380844
"B. Government funding reduction","committed","horizon_mean",0.42,0.12,0.316979523213125,0.0265161365150741,1.63392746157523,1.54620882108603,1.74048354346738
"B. Government funding reduction","committed","horizon_mean",0.4275,0.12,0.322639871841931,0.0265161365150741,1.64467870693769,1.5564772810602,1.75327233543009
"B. Government funding reduction","committed","horizon_mean",0.435,0.12,0.328300220470737,0.0265161365150741,1.65540455286122,1.56724008510706,1.76533723689195
"B. Government funding reduction","committed","horizon_mean",0.4425,0.12,0.333960569099542,0.0265161365150741,1.66610627780771,1.57779599377723,1.77759134893735
"B. Government funding reduction","committed","horizon_mean",0.45,0.12,0.339620917728348,0.0265161365150741,1.67678509966863,1.5881248912278,1.78972596912663
"B. Government funding reduction","committed","horizon_mean",0.4575,0.12,0.345281266357154,0.0265161365150741,1.687441790578,1.59859744896367,1.80197913507341
"B. Government funding reduction","committed","horizon_mean",0.465,0.12,0.35094161498596,0.0265161365150741,1.69807633990178,1.60945179185743,1.81395755826524
"B. Government funding reduction","committed","horizon_mean",0.4725,0.12,0.356601963614766,0.0265161365150741,1.70868821523346,1.62017334012988,1.82602733690641
"B. Government funding reduction","committed","horizon_mean",0.48,0.12,0.362262312243571,0.0265161365150741,1.71927665283946,1.62965940145855,1.83796226757916
"B. Government funding reduction","committed","horizon_mean",0.4875,0.12,0.367922660872377,0.0265161365150741,1.7298407570995,1.63971425133833,1.85024153173975
"B. Government funding reduction","committed","horizon_mean",0.495,0.12,0.373583009501183,0.0265161365150741,1.74037952097202,1.64859607057506,1.86243931901134
"B. Government funding reduction","committed","horizon_mean",0.5025,0.12,0.379243358129989,0.0265161365150741,1.75089188790538,1.65708644673505,1.87543305631895
"B. Government funding reduction","committed","horizon_mean",0.51,0.12,0.384903706758795,0.0265161365150741,1.76137705343594,1.6655657614851,1.88857972083691
"B. Government funding reduction","committed","horizon_mean",0.5175,0.12,0.3905640553876,0.0265161365150741,1.77183524932186,1.67433376176847,1.90082055232258
"B. Government funding reduction","committed","horizon_mean",0.525,0.12,0.396224404016406,0.0265161365150741,1.78226828007059,1.68306342864415,1.9116998363752
"B. Government funding reduction","committed","horizon_mean",0.5325,0.12,0.401884752645212,0.0265161365150741,1.79267874250633,1.69245638705749,1.92257685797319
"B. Government funding reduction","committed","horizon_mean",0.54,0.12,0.407545101274018,0.0265161365150741,1.80306927716685,1.70158610168556,1.93416207170641
"B. Government funding reduction","committed","horizon_mean",0.5475,0.12,0.413205449902824,0.0265161365150741,1.81344228751316,1.71125337666207,1.94598191128519
"B. Government funding reduction","committed","horizon_mean",0.555,0.12,0.41886579853163,0.0265161365150741,1.82379985138871,1.72021710651862,1.95834904210203
"B. Government funding reduction","committed","horizon_mean",0.5625,0.12,0.424526147160435,0.0265161365150741,1.83414365352476,1.72940932413522,1.97104657976944
"B. Government funding reduction","committed","horizon_mean",0.57,0.12,0.430186495789241,0.0265161365150741,1.84447487387092,1.73881853162432,1.9835008748432
"B. Government funding reduction","committed","horizon_mean",0.5775,0.12,0.435846844418047,0.0265161365150741,1.85479427714237,1.74822859968801,1.99606748867082
"B. Government funding reduction","committed","horizon_mean",0.585,0.12,0.441507193046853,0.0265161365150741,1.86510242589028,1.75756282309331,2.00881139725829
"B. Government funding reduction","committed","horizon_mean",0.5925,0.12,0.447167541675659,0.0265161365150741,1.87539972779483,1.76646835574411,2.02076270921911
"B. Government funding reduction","committed","horizon_mean",0.6,0.12,0.452827890304464,0.0265161365150741,1.88568631931773,1.77618452841733,2.03320341778857
"B. Government funding reduction","committed","horizon_mean",0.6075,0.12,0.45848823893327,0.0265161365150741,1.8959617767776,1.78523097342408,2.04510185229853
"B. Government funding reduction","committed","horizon_mean",0.615,0.12,0.464148587562076,0.0265161365150741,1.90622516475274,1.79462836726988,2.05590266217851
"B. Government funding reduction","committed","horizon_mean",0.6225,0.12,0.469808936190882,0.0265161365150741,1.91647513992209,1.80433198836461,2.06796353573153
"B. Government funding reduction","committed","horizon_mean",0.63,0.12,0.475469284819688,0.0265161365150741,1.92670895327496,1.81371589010512,2.07985536900865
"B. Government funding reduction","committed","horizon_mean",0.6375,0.12,0.481129633448493,0.0265161365150741,1.93692480405218,1.82316409567967,2.09139804427632
"B. Government funding reduction","committed","horizon_mean",0.645,0.12,0.486789982077299,0.0265161365150741,1.94711960100486,1.83255241177031,2.10306500894105
"B. Government funding reduction","committed","horizon_mean",0.6525,0.12,0.492450330706105,0.0265161365150741,1.9572896401287,1.84188424807463,2.11511056082284
"B. Government funding reduction","committed","horizon_mean",0.66,0.12,0.498110679334911,0.0265161365150741,1.9674318961609,1.85162893343899,2.12605714509106
"B. Government funding reduction","committed","horizon_mean",0.6675,0.12,0.503771027963717,0.0265161365150741,1.9775458873085,1.86095042376734,2.1370999518486
"B. Government funding reduction","committed","horizon_mean",0.675,0.12,0.509431376592522,0.0265161365150741,1.98763226732108,1.87036482482335,2.14861352681843
