"panel","case","time_summary","art_red","prep_red","art_cov","prep_cov","mean","lower","upper"
"A. Intervention use reduction","committed","tick10",0.4425,0.4725,0.4425,0.4725,2.61224874078966,2.28525733986306,3.02235106559074
"A. Intervention use reduction","committed","tick10",0.45,0.4725,0.45,0.4725,2.63268468149204,2.29946991392408,3.04115675822327
"A. Intervention use reduction","committed","tick10",0.4575,0.4725,0.4575,0.4725,2.6530326241843,2.31160705340665,3.06068659846252
"A. Intervention use reduction","committed","tick10",0.465,0.4725,0.465,0.4725,2.67328947222462,2.32596041522365,3.08091469529352
"A. Intervention use reduction","committed","tick10",0.4725,0.4725,0.4725,0.4725,2.69345575827033,2.34024236074412,3.10017447905372
"A. Intervention use reduction","committed","tick10",0.48,0.4725,0.48,0.4725,2.71353258676359,2.35409041417411,3.12062254564525
"A. Intervention use reduction","committed","tick10",0.4875,0.4725,0.4875,0.4725,2.73351777141822,2.36791044571887,3.13937801196969
"A. Intervention use reduction","committed","tick10",0.495,0.4725,0.495,0.4725,2.75340655348842,2.38197100244228,3.15789094503041
"A. Intervention use reduction","committed","tick10",0.5025,0.4725,0.5025,0.4725,2.77319573291295,2.39685768601813,3.18082039768474
"A. Intervention use reduction","committed","tick10",0.51,0.4725,0.51,0.4725,2.79288638148652,2.41102946793612,3.20088988084433
"A. Intervention use reduction","committed","tick10",0.5175,0.4725,0.5175,0.4725,2.81248257388445,2.42678915938213,3.22436265937748
"A. Intervention use reduction","committed","tick10",0.525,0.4725,0.525,0.4725,2.83199152640081,2.44243619608359,3.24636438396104
"A. Intervention use reduction","committed","tick10",0.5325,0.4725,0.5325,0.4725,2.85142537668592,2.45652645168562,3.26910109288484
"A. Intervention use reduction","committed","tick10",0.54,0.4725,0.54,0.4725,2.8708034715992,2.47207201188521,3.2927778575743
"A. Intervention use reduction","committed","tick10",0.5475,0.4725,0.5475,0.4725,2.89014975838264,2.48702543101291,3.31646109268432
"A. Intervention use reduction","committed","tick10",0.555,0.4725,0.555,0.4725,2.90946573375372,2.5039448243511,3.3407871690632
"A. Intervention use reduction","committed","tick10",0.5625,0.4725,0.5625,0.4725,2.92870848680688,2.52036505640822,3.36437915119445
"A. Intervention use reduction","committed","tick10",0.57,0.4725,0.57,0.4725,2.94782305847559,2.53547058082442,3.3881443461076
"A. Intervention use reduction","committed","tick10",0.5775,0.4725,0.5775,0.4725,2.96676421875988,2.55279051566203,3.4077317775369
"A. Intervention use reduction","committed","tick10",0.585,0.4725,0.585,0.4725,2.98550787500472,2.57037553825392,3.43346214932154
"A. Intervention use reduction","committed","tick10",0.5925,0.4725,0.5925,0.4725,3.00405817243399,2.58844742004282,3.45779317049404
"A. Intervention use reduction","committed","tick10",0.6,0.4725,0.6,0.4725,3.02243309282239,2.60569534256006,3.48156827856408
"A. Intervention use reduction","committed","tick10",0.6075,0.4725,0.6075,0.4725,3.04064931956471,2.62213727108252,3.50514683972931
"A. Intervention use reduction","committed","tick10",0.615,0.4725,0.615,0.4725,3.0587140704965,2.63417297682266,3.52615517794495
"A. Intervention use reduction","committed","tick10",0.6225,0.4725,0.6225,0.4725,3.07661924435886,2.64613704579344,3.54790287157837
"A. Intervention use reduction","committed","tick10",0.63,0.4725,0.63,0.4725,3.09433957785796,2.66156482642355,3.57022731417104
"A. Intervention use reduction","committed","tick10",0.6375,0.4725,0.6375,0.4725,3.11191311275351,2.67680292268485,3.58913741783137
"A. Intervention use reduction","committed","tick10",0.645,0.4725,0.645,0.4725,3.1292755884071,2.69444899577125,3.60974990925372
"A. Intervention use reduction","committed","tick10",0.6525,0.4725,0.6525,0.4725,3.14637016903961,2.71443238509713,3.63242581600533
"A. Intervention use reduction","committed","tick10",0.66,0.4725,0.66,0.4725,3.16319018149423,2.73358860951895,3.6558161323643
"A. Intervention use reduction","committed","tick10",0.6675,0.4725,0.6675,0.4725,3.17974262904018,2.75072221443947,3.67774414377043
"A. Intervention use reduction","committed","tick10",0.675,0.4725,0.675,0.4725,3.19605350844405,2.76587467004184,3.69885389854739
"A. Intervention use reduction","committed","tick10",0.6825,0.4725,0.6825,0.4725,3.21217552943122,2.78031017076647,3.72058875866326
"A. Intervention use reduction","committed","tick10",0.69,0.4725,0.69,0.4725,3.22819390884286,2.79679440175456,3.74329213693787
"A. Intervention use reduction","committed","tick10",0.6975,0.4725,0.6975,0.4725,3.24422064541213,2.81095945114391,3.76296497397998
"A. Intervention use reduction","committed","tick10",0.705,0.4725,0.705,0.4725,3.26035611128431,2.82416288212354,3.78165919504362
"A. Intervention use reduction","committed","tick10",0.7125,0.4725,0.7125,0.4725,3.27660352450904,2.83680257509451,3.80247704510229
"A. Intervention use reduction","committed","tick10",0.72,0.4725,0.72,0.4725,3.29286798337654,2.84875879157178,3.82243751335362
"A. Intervention use reduction","committed","tick10",0.7275,0.4725,0.7275,0.4725,3.3090021719289,2.86005018948401,3.84295792829518
"A. Intervention use reduction","committed","tick10",0.735,0.4725,0.735,0.4725,3.32487645076398,2.87232566819196,3.86346685628322
"A. Intervention use reduction","committed","tick10",0.7425,0.4725,0.7425,0.4725,3.34040176468463,2.88401107044624,3.88522567456009
"A. Intervention use reduction","committed","tick10",0.75,0.4725,0.75,0.4725,3.35551988545261,2.8966502171418,3.8992814270795
"A. Intervention use reduction","committed","tick10",0,0.48,0,0.48,1.30729988858347,1.10628458361261,1.57952938592203
"A. Intervention use reduction","committed","tick10",0.0075,0.48,0.0075,0.48,1.3270792345994,1.1250070853712,1.60000657863291
"A. Intervention use reduction","committed","tick10",0.015,0.48,0.015,0.48,1.3472934249902,1.14535190675366,1.62615138192995
"A. Intervention use reduction","committed","tick10",0.0225,0.48,0.0225,0.48,1.36791429298968,1.16556406283777,1.65291947172092
"A. Intervention use reduction","committed","tick10",0.03,0.48,0.03,0.48,1.38891237858674,1.18578505297172,1.67741964285565
"A. Intervention use reduction","committed","tick10",0.0375,0.48,0.0375,0.48,1.41026032735779,1.20604901955308,1.70379020080521
"A. Intervention use reduction","committed","tick10",0.045,0.48,0.045,0.48,1.43193275829656,1.22532060795439,1.73028238304026
"A. Intervention use reduction","committed","tick10",0.0525,0.48,0.0525,0.48,1.45390485625237,1.24512864556894,1.75331265631536
"A. Intervention use reduction","committed","tick10",0.06,0.48,0.06,0.48,1.47615048157775,1.26809005800508,1.776687919962
"A. Intervention use reduction","committed","tick10",0.0675,0.48,0.0675,0.48,1.49864071478314,1.28773357618737,1.79885235589514
"A. Intervention use reduction","committed","tick10",0.075,0.48,0.075,0.48,1.52134310183038,1.30793228080283,1.82292448082042
"A. Intervention use reduction","committed","tick10",0.0825,0.48,0.0825,0.48,1.54422108518707,1.32987311059716,1.84446629416107
"A. Intervention use reduction","committed","tick10",0.09,0.48,0.09,0.48,1.5672339578572,1.35219090273582,1.86615443918224
"A. Intervention use reduction","committed","tick10",0.0975,0.48,0.0975,0.48,1.59033877079526,1.37442590996503,1.88778714610421
"A. Intervention use reduction","committed","tick10",0.1,0.48,0.1,0.48,1.59805367493484,1.3816384337235,1.89497534632536
"A. Intervention use reduction","committed","tick10",0.105,0.48,0.105,0.48,1.61349587655305,1.39584852915809,1.90932426660939
"A. Intervention use reduction","committed","tick10",0.1125,0.48,0.1125,0.48,1.63667933511533,1.41761492359913,1.93078885786011
"A. Intervention use reduction","committed","tick10",0.12,0.48,0.12,0.48,1.65988003730453,1.43915062157116,1.95224580642742
"A. Intervention use reduction","committed","tick10",0.1275,0.48,0.1275,0.48,1.6830975291773,1.46030367235968,1.97383254792199
"A. Intervention use reduction","committed","tick10",0.135,0.48,0.135,0.48,1.7063341653927,1.48251320321013,2.00005587195195
"A. Intervention use reduction","committed","tick10",0.1425,0.48,0.1425,0.48,1.72959186196564,1.50658890994391,2.02600455059231
"A. Intervention use reduction","committed","tick10",0.15,0.48,0.15,0.48,1.75287351241329,1.52798235241902,2.05304205035466
"A. Intervention use reduction","committed","tick10",0.1575,0.48,0.1575,0.48,1.7761856794861,1.55212926196774,2.08184632827934
"A. Intervention use reduction","committed","tick10",0.165,0.48,0.165,0.48,1.79953783180096,1.57442750702891,2.10666916231846
"A. Intervention use reduction","committed","tick10",0.1725,0.48,0.1725,0.48,1.82293511274221,1.59823167378997,2.13150460891404
"A. Intervention use reduction","committed","tick10",0.18,0.48,0.18,0.48,1.84636509215486,1.62053227647858,2.15899132369864
"A. Intervention use reduction","committed","tick10",0.1875,0.48,0.1875,0.48,1.86980167101731,1.64230105848881,2.18249215453371
"A. Intervention use reduction","committed","tick10",0.195,0.48,0.195,0.48,1.89321910413963,1.66526212808262,2.20963073385254
"A. Intervention use reduction","committed","tick10",0.2025,0.48,0.2025,0.48,1.91659778337607,1.68893433242105,2.23473349510478
"A. Intervention use reduction","committed","tick10",0.21,0.48,0.21,0.48,1.93992484013099,1.71275717186064,2.26241352652245
"A. Intervention use reduction","committed","tick10",0.2175,0.48,0.2175,0.48,1.96319074888662,1.73582369330678,2.29076712319827
"A. Intervention use reduction","committed","tick10",0.225,0.48,0.225,0.48,1.98638014653815,1.75960571018311,2.31868774609942
"A. Intervention use reduction","committed","tick10",0.2325,0.48,0.2325,0.48,2.00946858036,1.7798441981361,2.34633754737135
"A. Intervention use reduction","committed","tick10",0.24,0.48,0.24,0.48,2.03244357713659,1.79891271548047,2.37340214702528
"A. Intervention use reduction","committed","tick10",0.2475,0.48,0.2475,0.48,2.05531242800045,1.81844741039872,2.39914215404523
"A. Intervention use reduction","committed","tick10",0.25,0.48,0.25,0.48,2.06291271806592,1.82460046471834,2.40792031825967
"A. Intervention use reduction","committed","tick10",0.255,0.48,0.255,0.48,2.07807996858276,1.83596455235086,2.42570574639653
"A. Intervention use reduction","committed","tick10",0.2625,0.48,0.2625,0.48,2.10075296659666,1.85380723395733,2.45282175647042
"A. Intervention use reduction","committed","tick10",0.27,0.48,0.27,0.48,2.12334555119136,1.87217034017442,2.47905144122407
"A. Intervention use reduction","committed","tick10",0.2775,0.48,0.2775,0.48,2.1458745350606,1.89036030537829,2.50577993057122
"A. Intervention use reduction","committed","tick10",0.285,0.48,0.285,0.48,2.16835536179085,1.90815425582636,2.53158607423044
"A. Intervention use reduction","committed","tick10",0.2925,0.48,0.2925,0.48,2.19079518612618,1.92517669521217,2.55620616743713
"A. Intervention use reduction","committed","tick10",0.3,0.48,0.3,0.48,2.21318806868396,1.94442327449395,2.58116969188381
"A. Intervention use reduction","committed","tick10",0.3075,0.48,0.3075,0.48,2.2355207051494,1.96169384827948,2.60550892892726
"A. Intervention use reduction","committed","tick10",0.315,0.48,0.315,0.48,2.25777600782288,1.97898386889134,2.63137860243169
"A. Intervention use reduction","committed","tick10",0.3225,0.48,0.3225,0.48,2.27993300277138,1.99661376944697,2.65697671651296
"A. Intervention use reduction","committed","tick10",0.33,0.48,0.33,0.48,2.30196721957283,2.01526362849081,2.68475298094013
"A. Intervention use reduction","committed","tick10",0.3375,0.48,0.3375,0.48,2.32385479384438,2.03415075516575,2.7124704591846
"A. Intervention use reduction","committed","tick10",0.345,0.48,0.345,0.48,2.34558215907839,2.05476583852794,2.73612642306645
"A. Intervention use reduction","committed","tick10",0.3525,0.48,0.3525,0.48,2.36715685814032,2.07396640386072,2.75853823891576
"A. Intervention use reduction","committed","tick10",0.36,0.48,0.36,0.48,2.38860203096631,2.09395876297983,2.78070787592069
"A. Intervention use reduction","committed","tick10",0.3675,0.48,0.3675,0.48,2.40994333133473,2.11327697187795,2.80223327154163
"A. Intervention use reduction","committed","tick10",0.375,0.48,0.375,0.48,2.43120118386188,2.13300806019072,2.82333005922594
"A. Intervention use reduction","committed","tick10",0.3825,0.48,0.3825,0.48,2.45238897586999,2.15305410091138,2.84553683805768
"A. Intervention use reduction","committed","tick10",0.39,0.48,0.39,0.48,2.47351432835495,2.17132341479545,2.86936137275471
"A. Intervention use reduction","committed","tick10",0.3975,0.48,0.3975,0.48,2.49458030672792,2.18855628278002,2.8931379354124
"A. Intervention use reduction","committed","tick10",0.4,0.48,0.4,0.48,2.50158873734177,2.19414418158316,2.90036307170871
"A. Intervention use reduction","committed","tick10",0.405,0.48,0.405,0.48,2.5155831518456,2.20952198509084,2.91545948483612
"A. Intervention use reduction","committed","tick10",0.4125,0.48,0.4125,0.48,2.53650884847867,2.22813413561885,2.94141416160487
"A. Intervention use reduction","committed","tick10",0.42,0.48,0.42,0.48,2.5573416122062,2.24607430861351,2.96593988395831
"A. Intervention use reduction","committed","tick10",0.4275,0.48,0.4275,0.48,2.57810247405917,2.26144365335244,2.98895950861889
"A. Intervention use reduction","committed","tick10",0.435,0.48,0.435,0.48,2.59877438266491,2.27763010955717,3.0115284823149
"A. Intervention use reduction","committed","tick10",0.4425,0.48,0.4425,0.48,2.61935110171027,2.2914675314956,3.0330979797808
"A. Intervention use reduction","committed","tick10",0.45,0.48,0.45,0.48,2.63984159454379,2.30625957924503,3.05241332914566
"A. Intervention use reduction","committed","tick10",0.4575,0.48,0.4575,0.48,2.66024557076045,2.31686859702419,3.07153255574003
"A. Intervention use reduction","committed","tick10",0.465,0.48,0.465,0.48,2.68055824606194,2.33289894849689,3.09119668724275
"A. Intervention use reduction","committed","tick10",0.4725,0.48,0.4725,0.48,2.70077891312738,2.34716653036295,3.11160690937434
"A. Intervention use reduction","committed","tick10",0.48,0.48,0.48,0.48,2.72090776786179,2.3609705801592,3.13302416520652
"A. Intervention use reduction","committed","tick10",0.4875,0.48,0.4875,0.48,2.7409420156137,2.37486243778709,3.15142129590755
"A. Intervention use reduction","committed","tick10",0.495,0.48,0.495,0.48,2.76087654686566,2.38879019699505,3.17103262013875
"A. Intervention use reduction","committed","tick10",0.5025,0.48,0.5025,0.48,2.78070812676568,2.40333957798039,3.19288360568216
"A. Intervention use reduction","committed","tick10",0.51,0.48,0.51,0.48,2.80043809755299,2.41790952616373,3.21317390493886
"A. Intervention use reduction","committed","tick10",0.5175,0.48,0.5175,0.48,2.82007090163191,2.43432246979697,3.23456739758677
"A. Intervention use reduction","committed","tick10",0.525,0.48,0.525,0.48,2.8396141004013,2.44941399412417,3.25683341292678
"A. Intervention use reduction","committed","tick10",0.5325,0.48,0.5325,0.48,2.85908013685822,2.46308979319303,3.28239605990902
"A. Intervention use reduction","committed","tick10",0.54,0.48,0.54,0.48,2.87848881768423,2.47728288986655,3.30584503616141
"A. Intervention use reduction","committed","tick10",0.5475,0.48,0.5475,0.48,2.89786547017593,2.49189514693405,3.32765337417451
"A. Intervention use reduction","committed","tick10",0.555,0.48,0.555,0.48,2.91721191036427,2.50868614439891,3.35085983813129
"A. Intervention use reduction","committed","tick10",0.5625,0.48,0.5625,0.48,2.93648218083707,2.52549364049571,3.37483387859412
"A. Intervention use reduction","committed","tick10",0.57,0.48,0.57,0.48,2.95561884292896,2.5414217816421,3.39761134683949
"A. Intervention use reduction","committed","tick10",0.5775,0.48,0.5775,0.48,2.9745750464323,2.55799250602021,3.41950151774085
"A. Intervention use reduction","committed","tick10",0.585,0.48,0.585,0.48,2.9933261683987,2.57545579027739,3.44737231597053
"A. Intervention use reduction","committed","tick10",0.5925,0.48,0.5925,0.48,3.01187727131836,2.59323307331863,3.46988327792825
"A. Intervention use reduction","committed","tick10",0.6,0.48,0.6,0.48,3.03024796611152,2.60961499451938,3.49261269165671
"A. Intervention use reduction","committed","tick10",0.6075,0.48,0.6075,0.48,3.04845654404331,2.62674183474605,3.51585488916487
"A. Intervention use reduction","committed","tick10",0.615,0.48,0.615,0.48,3.06651134561433,2.63902358212608,3.53854232478683
"A. Intervention use reduction","committed","tick10",0.6225,0.48,0.6225,0.48,3.08440459065552,2.65146531288545,3.55936352426352
"A. Intervention use reduction","committed","tick10",0.63,0.48,0.63,0.48,3.10210761279737,2.66729991006412,3.58177014346023
"A. Intervention use reduction","committed","tick10",0.6375,0.48,0.6375,0.48,3.11966580633126,2.68198475990702,3.60341602148809
"A. Intervention use reduction","committed","tick10",0.645,0.48,0.645,0.48,3.13701266805635,2.70041938169284,3.62415502711437
"A. Intervention use reduction","committed","tick10",0.6525,0.48,0.6525,0.48,3.15409191239736,2.7193566560084,3.64667089333498
"A. Intervention use reduction","committed","tick10",0.66,0.48,0.66,0.48,3.17089813113371,2.73974939138884,3.66750113287161
"A. Intervention use reduction","committed","tick10",0.6675,0.48,0.6675,0.48,3.18743829332891,2.75524876203957,3.68926190179746
"A. Intervention use reduction","committed","tick10",0.675,0.48,0.675,0.48,3.20373742752418,2.77045132787982,3.71044954941838
"A. Intervention use reduction","committed","tick10",0.6825,0.48,0.6825,0.48,3.21984628158328,2.78535006379733,3.73248463762338
"A. Intervention use reduction","committed","tick10",0.69,0.48,0.69,0.48,3.23584710768497,2.80001935846016,3.75342925748279
"A. Intervention use reduction","committed","tick10",0.6975,0.48,0.6975,0.48,3.25184824465121,2.81414806353239,3.77391115574212
"A. Intervention use reduction","committed","tick10",0.705,0.48,0.705,0.48,3.26794667698867,2.82741726698991,3.79346797365413
"A. Intervention use reduction","committed","tick10",0.7125,0.48,0.7125,0.48,3.28414480998989,2.84023793125907,3.81237540722252
"A. Intervention use reduction","committed","tick10",0.72,0.48,0.72,0.48,3.30036245184978,2.85250547818337,3.83432233885787
"A. Intervention use reduction","committed","tick10",0.7275,0.48,0.7275,0.48,3.31646167975532,2.86380671545946,3.85357559138723
"A. Intervention use reduction","committed","tick10",0.735,0.48,0.735,0.48,3.33230851063241,2.8758108624257,3.87749282276061
"A. Intervention use reduction","committed","tick10",0.7425,0.48,0.7425,0.48,3.34781249886295,2.8883182865793,3.8957538381456
"A. Intervention use reduction","committed","tick10",0.75,0.48,0.75,0.48,3.36291370590195,2.90147426365989,3.91068522813115
"A. Intervention use reduction","committed","tick10",0,0.4875,0,0.4875,1.31246448988674,1.10935738059285,1.58941331001288
"A. Intervention use reduction","committed","tick10",0.0075,0.4875,0.0075,0.4875,1.33226808377193,1.12781779003493,1.61068392690197
"A. Intervention use reduction","committed","tick10",0.015,0.4875,0.015,0.4875,1.35250662924666,1.14840015024572,1.63543373742263
"A. Intervention use reduction","committed","tick10",0.0225,0.4875,0.0225,0.4875,1.37315214150423,1.16844923695776,1.66160292685966
"A. Intervention use reduction","committed","tick10",0.03,0.4875,0.03,0.4875,1.39417524694442,1.18868561242519,1.68858165078793
"A. Intervention use reduction","committed","tick10",0.0375,0.4875,0.0375,0.4875,1.4155485413101,1.20907732371366,1.71561853690279
"A. Intervention use reduction","committed","tick10",0.045,0.4875,0.045,0.4875,1.43724649835174,1.22762573550232,1.74062093347963
"A. Intervention use reduction","committed","tick10",0.0525,0.4875,0.0525,0.4875,1.45924414078268,1.2471143758221,1.76427637100827
"A. Intervention use reduction","committed","tick10",0.06,0.4875,0.06,0.4875,1.48151529332245,1.27022071030751,1.78709268604493
"A. Intervention use reduction","committed","tick10",0.0675,0.4875,0.0675,0.4875,1.50403118381901,1.29104775218964,1.80838347734136
"A. Intervention use reduction","committed","tick10",0.075,0.4875,0.075,0.4875,1.52675957385923,1.31236898405127,1.83169800811126
"A. Intervention use reduction","committed","tick10",0.0825,0.4875,0.0825,0.4875,1.54966412015966,1.33334408299809,1.8555271496058
"A. Intervention use reduction","committed","tick10",0.09,0.4875,0.09,0.4875,1.57270431954356,1.35564431744589,1.87732840251575
"A. Intervention use reduction","committed","tick10",0.0975,0.4875,0.0975,0.4875,1.59583745543319,1.37792839940869,1.89905367857684
"A. Intervention use reduction","committed","tick10",0.1,0.4875,0.1,0.4875,1.60356206907076,1.38511322783758,1.90626372693184
"A. Intervention use reduction","committed","tick10",0.105,0.4875,0.105,0.4875,1.61902414860722,1.3988599744591,1.92064284465124
"A. Intervention use reduction","committed","tick10",0.1125,0.4875,0.1125,0.4875,1.64223863455204,1.42109336399052,1.94212032133898
"A. Intervention use reduction","committed","tick10",0.12,0.4875,0.12,0.4875,1.66547183903615,1.44307762647292,1.96355935962968
"A. Intervention use reduction","committed","tick10",0.1275,0.4875,0.1275,0.4875,1.68872332886448,1.46444065115914,1.98464552660601
"A. Intervention use reduction","committed","tick10",0.135,0.4875,0.135,0.4875,1.7119954476337,1.48653909258234,2.00980837022988
"A. Intervention use reduction","committed","tick10",0.1425,0.4875,0.1425,0.4875,1.7352899479744,1.50965819804309,2.0399697758895
"A. Intervention use reduction","committed","tick10",0.15,0.4875,0.15,0.4875,1.7586093428111,1.53126109268857,2.06205574966489
"A. Intervention use reduction","committed","tick10",0.1575,0.4875,0.1575,0.4875,1.78195960764085,1.55445444282454,2.09281109273053
"A. Intervention use reduction","committed","tick10",0.165,0.4875,0.165,0.4875,1.80534948359032,1.57841434726995,2.11882602734033
"A. Intervention use reduction","committed","tick10",0.1725,0.4875,0.1725,0.4875,1.82878352483277,1.60214205992238,2.14442308607808
"A. Intervention use reduction","committed","tick10",0.18,0.4875,0.18,0.4875,1.85224938664352,1.62555103808291,2.17000295697885
"A. Intervention use reduction","committed","tick10",0.1875,0.4875,0.1875,0.4875,1.8757216000117,1.64731147620875,2.19589201269115
"A. Intervention use reduction","committed","tick10",0.195,0.4875,0.195,0.4875,1.89917507630825,1.66965219128516,2.22050279487406
"A. Intervention use reduction","committed","tick10",0.2025,0.4875,0.2025,0.4875,1.92259071081733,1.69258075851152,2.24521046811488
"A. Intervention use reduction","committed","tick10",0.21,0.4875,0.21,0.4875,1.94595595880132,1.71622528014547,2.27286685933558
"A. Intervention use reduction","committed","tick10",0.2175,0.4875,0.2175,0.4875,1.96926151761622,1.73957780060514,2.30092491824674
"A. Intervention use reduction","committed","tick10",0.225,0.4875,0.225,0.4875,1.99249254173419,1.76299724689399,2.32905399567095
"A. Intervention use reduction","committed","tick10",0.2325,0.4875,0.2325,0.4875,2.01562552172117,1.78311353927074,2.35782626801359
"A. Intervention use reduction","committed","tick10",0.24,0.4875,0.24,0.4875,2.03864794898224,1.80289990716212,2.38427223273365
"A. Intervention use reduction","committed","tick10",0.2475,0.4875,0.2475,0.4875,2.06156596183015,1.82234605921447,2.41071427185228
"A. Intervention use reduction","committed","tick10",0.25,0.4875,0.25,0.4875,2.06918312040623,1.82830706181881,2.41956686316957
"A. Intervention use reduction","committed","tick10",0.255,0.4875,0.255,0.4875,2.08438505052339,1.8406258048769,2.43693377409973
"A. Intervention use reduction","committed","tick10",0.2625,0.4875,0.2625,0.4875,2.10711234024659,1.85944224842434,2.46371587510441
"A. Intervention use reduction","committed","tick10",0.27,0.4875,0.27,0.4875,2.12976133945467,1.87613340680386,2.48964168447158
"A. Intervention use reduction","committed","tick10",0.2775,0.4875,0.2775,0.4875,2.15234797604793,1.89440228661519,2.51740334211922
"A. Intervention use reduction","committed","tick10",0.285,0.4875,0.285,0.4875,2.17488676709117,1.91201241732218,2.54188947433332
"A. Intervention use reduction","committed","tick10",0.2925,0.4875,0.2925,0.4875,2.19738415653337,1.93038873000883,2.56716979131371
"A. Intervention use reduction","committed","tick10",0.3,0.4875,0.3,0.4875,2.2198338637855,1.94850108604341,2.59366066879616
"A. Intervention use reduction","committed","tick10",0.3075,0.4875,0.3075,0.4875,2.24222224388119,1.9654522988227,2.6194264525344
"A. Intervention use reduction","committed","tick10",0.315,0.4875,0.315,0.4875,2.26453161349915,1.98261399052685,2.6439188340089
"A. Intervention use reduction","committed","tick10",0.3225,0.4875,0.3225,0.4875,2.28674010452646,2.00023286603361,2.67064873448872
"A. Intervention use reduction","committed","tick10",0.33,0.4875,0.33,0.4875,2.30882215391778,2.02011226686091,2.69680110445973
"A. Intervention use reduction","committed","tick10",0.3375,0.4875,0.3375,0.4875,2.33075291845395,2.03858030424781,2.72335800199424
"A. Intervention use reduction","committed","tick10",0.345,0.4875,0.345,0.4875,2.35251830136777,2.05929953456437,2.74767918720325
"A. Intervention use reduction","committed","tick10",0.3525,0.4875,0.3525,0.4875,2.37412560734146,2.08002847177358,2.77051377547262
"A. Intervention use reduction","committed","tick10",0.36,0.4875,0.36,0.4875,2.39559811590752,2.09994402229283,2.79232564556824
"A. Intervention use reduction","committed","tick10",0.3675,0.4875,0.3675,0.4875,2.41696198607083,2.11926878958787,2.81417530408906
"A. Intervention use reduction","committed","tick10",0.375,0.4875,0.375,0.4875,2.43823817031467,2.14014564651037,2.83557738176927
"A. Intervention use reduction","committed","tick10",0.3825,0.4875,0.3825,0.4875,2.45944052667032,2.15855785905738,2.85830235165136
"A. Intervention use reduction","committed","tick10",0.39,0.4875,0.39,0.4875,2.48057744042819,2.17701302249396,2.88000090043076
"A. Intervention use reduction","committed","tick10",0.3975,0.4875,0.3975,0.4875,2.50165371926175,2.19519511048321,2.90371988949432
"A. Intervention use reduction","committed","tick10",0.4,0.4875,0.4,0.4875,2.50866576936575,2.20135618548761,2.91213378147123
"A. Intervention use reduction","committed","tick10",0.405,0.4875,0.405,0.4875,2.52266847539375,2.21393352181743,2.9277376914249
"A. Intervention use reduction","committed","tick10",0.4125,0.4875,0.4125,0.4875,2.54361168552313,2.23288811230432,2.95263331001272
"A. Intervention use reduction","committed","tick10",0.42,0.4875,0.42,0.4875,2.56447212003356,2.25168128461895,2.97783483703857
"A. Intervention use reduction","committed","tick10",0.4275,0.4875,0.4275,0.4875,2.58526574893317,2.26747686239079,3.00098484966097
"A. Intervention use reduction","committed","tick10",0.435,0.4875,0.435,0.4875,2.60598012614478,2.28243898978393,3.02239824323199
"A. Intervention use reduction","committed","tick10",0.4425,0.4875,0.4425,0.4875,2.62660770787336,2.29760659808955,3.04304694650531
"A. Intervention use reduction","committed","tick10",0.45,0.4875,0.45,0.4875,2.64715328597263,2.30954943920968,3.06289399981395
"A. Intervention use reduction","committed","tick10",0.4575,0.4875,0.4575,0.4875,2.6676139224822,2.32333344539153,3.08331867635838
"A. Intervention use reduction","committed","tick10",0.465,0.4875,0.465,0.4875,2.68798319093209,2.33970714789776,3.10310362243667
"A. Intervention use reduction","committed","tick10",0.4725,0.4875,0.4725,0.4875,2.70825921155118,2.35345919530019,3.12244586471531
"A. Intervention use reduction","committed","tick10",0.48,0.4875,0.48,0.4875,2.72844133878653,2.36753886362853,3.14382713714754
"A. Intervention use reduction","committed","tick10",0.4875,0.4875,0.4875,0.4875,2.74852622272911,2.38170758706743,3.16457371391654
"A. Intervention use reduction","committed","tick10",0.495,0.4875,0.495,0.4875,2.76850843668208,2.39559478598371,3.18436248830165
"A. Intervention use reduction","committed","tick10",0.5025,0.4875,0.5025,0.4875,2.78838471834295,2.41037215031112,3.20521706639512
"A. Intervention use reduction","committed","tick10",0.51,0.4875,0.51,0.4875,2.80815665930092,2.42502554912741,3.22566926842057
"A. Intervention use reduction","committed","tick10",0.5175,0.4875,0.5175,0.4875,2.82782902672944,2.4418719048253,3.24595738441315
"A. Intervention use reduction","committed","tick10",0.525,0.4875,0.525,0.4875,2.84740966001023,2.45716514884621,3.26955247376281
"A. Intervention use reduction","committed","tick10",0.5325,0.4875,0.5325,0.4875,2.86691119572002,2.47075167078526,3.29361096445957
"A. Intervention use reduction","committed","tick10",0.54,0.4875,0.54,0.4875,2.88635371532259,2.4844211097582,3.31735736510572
"A. Intervention use reduction","committed","tick10",0.5475,0.4875,0.5475,0.4875,2.90576391035056,2.49866321644892,3.33909645873329
"A. Intervention use reduction","committed","tick10",0.555,0.4875,0.555,0.4875,2.9251439756825,2.51372445667793,3.36059374476335
"A. Intervention use reduction","committed","tick10",0.5625,0.4875,0.5625,0.4875,2.94444424420933,2.53054329229524,3.38569607953166
"A. Intervention use reduction","committed","tick10",0.57,0.4875,0.57,0.4875,2.96360437265425,2.54740852654119,3.40805580615278
"A. Intervention use reduction","committed","tick10",0.5775,0.4875,0.5775,0.4875,2.9825755190474,2.56420350025073,3.43200891172083
"A. Intervention use reduction","committed","tick10",0.585,0.4875,0.585,0.4875,3.00133224276767,2.58231850466013,3.45848115149894
