"instance","ycat","mean_hiv_prevalence","mean_prop_hivneg_onprep","mean_prop_hivpos_onart","mean_prop_hivpos_vlsupp","mean_prop_onart_vlsupp","mean_prop_infected_diagnosed","mean_prop_diagnosed_onart","mean_prop_condom"
377,7,22.2466301369863,16.7664242663589,73.9709586906921,70.155430459682,94.8409837552949,86.2647690398322,85.7497851769438,63.4034020929517
377,8,21.6423835616438,17.0787374038508,74.0652788394582,70.2566355399125,94.8592102720539,86.1878482249263,85.9348348130976,63.4200150127321
377,9,21.3942465753425,17.3193005882953,72.9970504160699,69.136243690226,94.7118177484741,85.4014045835826,85.4743366455222,63.176151114107
377,10,21.0764657534247,17.0151070216204,74.0404390188598,70.3259934313617,94.9832959136248,86.9423117177282,85.161621884374,63.4612571138066
377,11,21.2026849315068,17.8391337582589,74.784237962534,71.1465717664732,95.1359282206768,87.4255850666077,85.5412324517221,63.2415691707398
377,12,20.9227671232877,17.6928510282686,74.3803190882916,70.5090332350319,94.7958110607177,87.9745814436621,84.5481666404705,63.2247440857014
377,13,20.6441917808219,17.8992471983688,74.3813487670376,70.3778746987265,94.6179274151901,87.5628817127853,84.948540950876,63.0733588363719
377,14,20.5066849315069,17.4686233293988,76.3565469471217,72.3418663860963,94.7409249374203,88.7585055013766,86.0256011125014,63.346216948478
377,15,19.8586575342466,17.8280150901492,77.3782451320113,73.7443848916574,95.3031765748691,89.8845845478748,86.0858792582146,63.1629219487916
377,16,19.0493698630137,17.9660690955114,77.79472110313,73.9638787985394,95.0773432634843,89.7026873613346,86.7238455192272,62.9990232877784
377,17,18.1185753424658,18.1048789722633,77.3031687750516,73.5778440025214,95.1833747078369,89.5649099151787,86.3087197231318,63.0278856652395
377,18,17.2710684931507,17.6288088355908,78.0368318006766,74.1660805068498,95.0404514731362,89.7163208600685,86.9819480508914,62.8683396551432
377,19,16.4560821917808,17.8166208779721,77.0199275826024,72.9522957988025,94.7188248784185,89.6284210740018,85.9321524131105,62.8051396926704
377,20,15.8516438356164,17.0910158979305,76.3575817708169,72.8110938041058,95.3568705231796,88.8063346954492,85.9814084524697,62.9472167007773
378,1,28.3563287671233,25.9069695942513,63.3021286012176,60.6788657618257,95.8459715978858,89.1446231603949,71.0117798635295,63.9450658520555
378,2,28.271397260274,19.771326388561,66.8314952834697,63.0852977673983,94.4000890309311,88.213368185779,75.7611099633468,63.8648389056947
378,3,27.2773150684932,17.8831628294364,70.9153727458905,67.4610203765903,95.1290162327951,88.3446872177068,80.2719219265503,63.8604432160611
378,4,26.5424657534247,17.1923788095667,71.984051692856,68.626784190832,95.3365237689937,86.5269817933962,83.1959772384601,63.7174903147119
378,5,26.1028767123288,16.8525312428821,72.2863037792941,68.5127272509869,94.780753067613,85.2341666301043,84.8099938737975,63.9929319470839
378,6,25.8856164383562,16.8522306837012,71.8727180270766,68.2111154429857,94.9036170548956,85.051634104216,84.5029911319498,63.76659670372
378,7,25.4062191780822,15.9589218194109,73.0865703011943,69.2865722337574,94.801487799701,85.6527077259345,85.3290576517102,63.9716127193142
378,8,25.0889315068493,16.9444715486256,72.6075144653205,68.9365129238829,94.9446102019796,85.7845349368541,84.639412447378,63.636706170268
378,9,24.8329863013699,16.8730784311329,73.4010800956881,69.6958458359696,94.954105288263,86.2071282644941,85.1437706786829,63.3714805229203
378,10,24.8412876712329,17.439109143927,73.1613162350812,69.1295849982628,94.4900114010503,86.8484657825547,84.2393304230484,63.5244219833781
378,11,24.9161095890411,17.5040367961949,74.2248086612521,70.4298918976421,94.8874203710207,87.0595976983264,85.257364869076,63.4257842106771
378,12,24.6500273972603,17.3698477145453,74.2187105198676,70.2307622925831,94.6280466087633,87.6191470020589,84.7065860307554,63.8664952765905
378,13,24.5717534246575,17.2882905100311,75.1217255565371,71.155803369909,94.7207183924513,88.3212486968026,85.0551485510304,63.6501036134156
378,14,24.8067945205479,17.309670294933,75.087664301483,71.1670678645808,94.7772925326066,88.3911674208546,84.9490521203784,63.5812330525836
378,15,24.7475342465753,17.6258450846372,75.368477053304,71.278104018025,94.5718691025635,88.3931385850598,85.26383810491,63.6034145504126
378,16,24.6562465753425,17.5732844904285,75.4049122316236,71.598266276811,94.9519702536922,88.3443646010591,85.3536134541609,63.6196190104157
378,17,24.0709863013699,18.1323330329054,76.0843451590326,71.9230463781034,94.5263613899066,89.138122239731,85.3553734089764,63.8797544292481
378,18,24.0580273972603,17.4804814484991,75.6432689733501,71.476356030081,94.4925493231564,88.5869907271406,85.3881121322364,63.6882060496977
378,19,23.8641095890411,17.6521831884601,76.334694935632,72.4302317687916,94.8848547456721,88.7466485674871,86.0189744579719,63.6980035359414
378,20,23.3618904109589,17.5565871428917,75.7850223322266,71.653339846652,94.5484898632533,88.5993337767223,85.5371605502962,63.7408885836694
379,1,28.2548219178082,25.9226834264053,62.3659641297735,59.8432767160266,95.943647857385,89.1058483689145,70.0005835992893,63.5560361839029
379,2,28.4540547945205,20.5363788065663,66.4711460926839,62.9447290134595,94.6939895871514,87.2176432732806,76.2121964996977,63.631096709901
379,3,27.6921643835616,18.8651571347925,68.969582768089,65.3707066881541,94.783112876352,86.7369552290271,79.5181203451517,63.6866799104736
379,4,26.8521643835616,17.8567075181425,70.856409613969,67.3064960079026,94.990929216926,85.8964271388476,82.4931550244517,64.03591162246
379,5,26.733095890411,17.4237795109128,70.9948628987026,67.3811183775171,94.9101592289727,84.7247994798264,83.7956987469473,63.6594095997328
379,6,26.3973424657534,17.9518455270102,72.3060748819645,68.8040990940603,95.1571938493658,85.0515142902563,85.0157691879253,63.7413321626521
379,7,26.575397260274,17.9870995117811,71.3156567592729,67.6617985818662,94.8769499722932,84.3618869786936,84.5348883094654,63.9894423246117
379,8,26.3572876712329,17.3175679354998,73.0345616726979,69.3942635178205,95.0151043945828,85.5991582522473,85.3239044002755,63.9209502029325
379,9,26.3854520547945,17.3042741914799,73.2332752633243,69.1326026316813,94.4008413398977,85.6813568624072,85.473670133493,63.6603431225199
379,10,26.2652054794521,17.4523701404191,74.3647800265857,70.3544062527133,94.605263832611,87.5963456585716,84.8945111417387,64.0105331099963
379,11,26.0001369863014,17.8535864524185,75.3444937289062,71.5366191943163,94.9479734961122,88.3911554961456,85.2392105312985,63.930336151139
379,12,25.6807671232877,18.0129242219553,74.9426323687512,70.9640675670817,94.6917280673325,88.4770032841832,84.7032292981397,64.1599133401917
379,13,25.7485205479452,17.865812114773,75.3944663022938,71.5758982303854,94.9358050627479,88.3627611670014,85.3239453738612,63.6876693329858
379,14,25.3215616438356,17.3150042882989,75.2540331720451,71.3289353046144,94.7813865431487,89.0844487193817,84.4755781305693,63.9097019856095
379,15,24.8927945205479,17.9101461275314,75.8329021733241,71.8912157662373,94.802419132673,88.6852014349868,85.5104429401033,64.0232500968832
379,16,24.5925753424658,18.4291913947744,75.6531642559289,71.6538172601477,94.7149938392774,88.2088910339987,85.765435730033,63.7500921643315
379,17,23.9759178082192,18.1909963242672,75.2496425797286,71.2247450968811,94.6510365664734,87.9901829619098,85.5170240628256,63.7042798189039
379,18,23.7279178082192,17.7263521649436,74.5318196807584,70.3458456947369,94.3814421392823,87.7671409820609,84.9191534108076,63.4918561880565
379,19,23.402301369863,17.7259003341017,76.2057410704146,72.3114221419695,94.8925004203575,88.4294605229415,86.1748370143504,63.6979106539312
379,20,22.7105205479452,17.1756355397207,76.2222155738894,72.349196382866,94.9200796265978,88.5754157812068,86.053828122813,63.4955197401242
380,1,28.4618356164384,26.0645461416396,62.6895858389024,60.0870210824468,95.8405870718769,88.7947764341604,70.610881894668,63.5680581277034
380,2,28.7083835616438,20.00556275527,67.4558688718775,63.9047466149172,94.7335127273359,87.6852712448399,76.9267052431522,63.7995373196446
380,3,28.2222191780822,18.0139895996021,69.9435325067002,66.6222171911475,95.2515115898809,87.1704617403572,80.2427284181993,63.6587317308951
380,4,27.7875890410959,17.8601893601878,71.1055664285285,67.4412887124172,94.8482297181606,86.4456354294921,82.2539608540131,63.9005912365506
380,5,27.7101643835616,17.0877555949902,71.1430955392437,67.3220533103585,94.6294800068339,85.3072784548462,83.3961226501209,63.5121820872491
380,6,27.6043835616438,17.1818683012015,72.4551055760679,68.9224245739484,95.1243916745407,85.2853668851328,84.9564747637906,63.4798173263042
380,7,27.4952602739726,17.6354749314408,72.2987802760492,68.617861693958,94.9074257187678,84.660678164205,85.3998166433588,63.7538148575853
380,8,27.2183287671233,17.8331410879565,71.8713280005747,68.0941954159143,94.7438561112518,84.9518470832818,84.6027790294539,63.5745295585195
380,9,27.3167945205479,17.8152175920793,72.4179512381123,68.4157287794224,94.4729209286412,85.0029260091823,85.1971925802315,63.9306877304448
380,10,27.5164109589041,17.6769074079992,73.2965045236545,69.3286085988143,94.5869939506237,86.4212052567172,84.8140918529101,64.1571598062006
